Epoch,train_loss,val_loss,test_loss,diff_seed_loss,out_of_domain_loss,diff_model_loss,diff_mod_rand_loss,obsv_test_loss,intv_test_loss,obsv_normal_loss 
0,160.00256411234537,99.77387738257026,87.43061911779054,93.46304987131376,127.89804066167581,90.46123059155978,88.62560680281243,169.97848809341082,147.52406745995086,56.692697151470846 
1,63.78184321432403,57.9013457825172,63.73005894456266,66.18241646972439,176.8047595208773,86.78693793062385,63.62460885320651,106.3688057061634,98.93206361230482,65.75588176758227 
2,70.57369654106371,73.3072668082703,79.98365648535611,83.49992975253265,287.03808746535583,129.44986506571084,87.56183668428473,138.33212821961845,125.72256268382736,121.44298200072406 
3,60.48833179473877,51.22895073387565,56.735665913542164,56.53462583295023,172.40092759453273,78.14165463538541,59.843083389373525,104.59237180907,92.73288984311186,97.90884519201238 
4,54.03587745897698,47.313604421570844,51.282132638252676,54.44004788469489,160.80061661397656,82.02245392198395,56.7132495818334,96.53895055055571,87.07438588883181,83.51247263527475 
5,53.76957376075514,49.22705636697575,51.65890113835301,52.04127583772809,127.71850986429735,66.37765807866829,52.5723771801283,93.15315439267503,83.68169175694048,52.50152488817694 
6,48.52218613480077,42.98493342440394,48.98311111069452,49.50405135726853,147.9313722644649,67.57848570830433,50.268366783062284,100.71960362659487,87.68705551879398,88.17545282664109 
7,47.958265853650644,47.92330820470324,52.42870048461081,53.61388414457033,148.7511909391209,74.20221548995848,54.92106307294444,100.75821922212013,89.09614683086218,107.18347811357677 
8,49.332644607081555,63.11455711780621,61.058117019110654,65.20656947361587,98.55109628137822,67.39012657441295,62.14769795418158,102.10351906893607,91.48085084306449,39.072045568742325 
9,47.61755301735618,38.39312270324599,40.69178073820907,41.2703462119383,137.3269979349552,52.22854260934889,41.39187299941204,82.24522454367025,71.00706851022879,61.547410535576056 
10,41.755580179619066,47.391349032881486,47.21735297286896,50.01586994121611,117.26975662235462,52.836396963722024,46.31081022602544,91.90972946182222,79.7051691336357,36.84792397443112 
11,38.24899751489813,33.35773708941596,35.4778382709909,37.29973150638396,121.94519703204115,46.15763608353311,37.56101618314998,71.24174849759973,60.90587164237479,58.13070595566719 
12,39.81792828530976,29.150650966307406,32.006857268057196,33.99712407249913,117.77012399828283,48.230642800646834,33.460684453082884,61.501778768118356,54.79669374914907,57.73742529162392 
13,33.045109792189166,27.598754946670443,30.810584053603915,30.840156325398826,119.61451137848674,42.54949754640344,31.38708853206365,57.498128683536315,50.611202037749315,51.87502814190194 
14,31.120075673768014,24.006577326050916,26.187728424747426,27.56365842701739,112.85293312723297,40.85888722837559,28.197026647228167,52.430086747671474,45.15407842040409,55.345843781485804 
15,33.59663261066783,41.401612848086906,46.17471208847296,46.133777294084894,144.52340387692723,61.575471170154515,48.76943547299143,72.48782689428911,65.17116615322792,94.04780427022861 
16,26.0179362152562,26.507403204162134,27.471991123779258,29.20431384444714,110.29202727438849,31.737833119080634,26.615087808227166,41.049271906582405,36.24814558671265,20.49869028157578 
17,27.335070060961176,24.118683467592735,23.364066792408284,23.746483038365287,113.53935643933536,20.613970039865322,22.268370496214366,44.25896390043409,37.16813663651561,22.47785787809675 
18,19.624340245217986,13.45844758657981,13.651602578605145,14.077165188266575,110.29643163103033,18.782244254987745,13.435700578396121,25.72244540318103,21.832008264920702,19.900214152645233 
19,16.2762879819581,17.33345339037756,15.13848875210517,15.311225489592237,120.89690119947517,14.751901099370908,15.247446391835926,25.247103956517094,21.86915615798466,10.522491715069279 
20,11.270880023638407,8.45720495633574,9.72772818400746,9.710124981419446,132.91248618656982,13.547832354414014,9.686673266089814,13.66930967373914,11.993955898345014,16.27432686380812 
21,6.058615102912441,12.099231475145789,12.659166911125826,11.576414801993291,100.90478405308711,18.407639779304393,12.231310321901722,15.088401379169227,14.102364649508731,23.89057066809203 
22,7.885814253127936,7.844686466528122,8.05372111560392,8.732457043034316,103.0267693042314,9.57602141631087,8.3128729608875,7.801301349439076,7.858455248471327,11.36977987269312 
23,5.895339048270023,4.816194941436543,5.343628823892295,4.812085919798963,120.30467848283942,5.533689229653101,5.043630564846244,4.946143776387413,4.919828288712526,5.294632954427378 
