Epoch,train_loss,val_loss,test_loss,diff_seed_loss,out_of_domain_loss,diff_model_loss,diff_mod_rand_loss,obsv_test_loss,intv_test_loss,obsv_normal_loss 
0,5.662476741285487,1.3994471079933026,1.2746091101572448,1.2968087988979675,2.2275221106377736,1.3781567390961924,2.112158436540926,1.2582531962744015,1.5903408985291265,0.5233937626642508 
1,0.6115748573475602,0.3055323928048968,0.31346029759775085,0.3203009381506886,3.318629249657499,0.3174356819009475,0.7749156725638535,0.30552879990437004,0.311241688641897,0.31031758547773053 
2,0.16934453209008402,0.06090366596012034,0.06117376471372834,0.07198914875842632,2.810774251677961,0.11882961776901198,0.6697357617054813,0.04647748402295164,0.08057515341762453,0.025748299304430587 
3,0.07382078185786889,0.12506251535689394,0.11974850095016147,0.12181252737304421,1.7673658267166104,0.11401424436181813,0.707174978465339,0.11319462425754026,0.1431052224111852,0.10921389468676637 
4,0.0623271511523688,0.0463918936634394,0.03930581099919807,0.04712554781572246,2.602384342182048,0.0521787371818883,0.5744776458154797,0.031030381682483822,0.05150013563548508,0.020308467976263244 
5,0.06414355479082036,0.06396473801933035,0.05157525755992904,0.06578106397825276,3.1336287128856393,0.08234559643606545,0.5394131849194511,0.05342714056701894,0.06837759462928047,0.031244488124859693 
6,0.030424202431635367,0.06740499933600881,0.06412125767335258,0.06836715989161964,2.1853663756915833,0.051682866901538914,0.5479269718582763,0.0605546065631188,0.0734355214558839,0.043816378098517815 
7,0.11671797844676556,0.21214967642092514,0.20836096128630288,0.21396684790484566,3.231389963779668,0.21166376095854106,0.5405726569455027,0.19710057698456468,0.21494549020479212,0.19536256875944674 
8,0.19294668309157714,0.10828830155930073,0.10505824077536927,0.11359486768245675,2.7855359652266127,0.10624662715543778,0.3872828570479001,0.10506412585933518,0.11454308135802264,0.0898720965311142 
9,0.036396904320237365,0.017959711885400194,0.017787637121152697,0.02028796967572807,2.3779730271466355,0.025068983958607127,0.37470485898776396,0.010053254745900419,0.019677563292940903,0.004775955821995836 
10,0.014525673467494815,0.01630464448122066,0.013344104880537265,0.016056542607454236,2.2667839452932768,0.01983206224354177,0.36380371923843247,0.00704407615020366,0.017106241660523304,0.003163627049474549 
11,0.014674275266632762,0.02031378231523225,0.019823663445335014,0.022165435682411982,2.6325259411101887,0.02704932423946218,0.3738442335144166,0.015282163551397332,0.02213439660576455,0.01205551720988467 
12,0.011467390642351485,0.020168790838638984,0.018581789728849902,0.022027042756380975,2.4199409482455017,0.03316995502189037,0.3656321366488619,0.015274559526919163,0.02122842445183082,0.016074142718493077 
13,0.009550573954722055,0.014294697723422721,0.009793284285825463,0.012246747732110505,2.396385405984323,0.015191250991836469,0.35375565275625576,0.004528920321008645,0.011860455510915201,0.002615145593466828 
14,0.008989970278476407,0.023817986224198902,0.020007327771408887,0.020424864280237168,2.4448722035189663,0.02256411172456243,0.35873549665531074,0.01295068436481781,0.020616440903362766,0.00827321629367237 
15,0.011891903622282289,0.017700962881870435,0.014245300621071088,0.016390729334566482,3.1140895123252847,0.02029659841790732,0.32185337288588084,0.00896964069639523,0.016640622187266807,0.005876350377222827 
16,0.014455908515656396,0.025640948823334772,0.023832885260412853,0.024831368630022777,2.859594932697166,0.039116837961410765,0.34202798013044455,0.017378019401821376,0.024375931308555466,0.017170575090000285 
17,0.011285942320793049,0.01672262318697864,0.011520316293273127,0.013720631233557304,2.794765858655253,0.015763641799905238,0.32601460977054886,0.005937741394530782,0.014204963065282428,0.0035336981695788692 
18,0.01741144012957,0.01972014841382948,0.016912413853862773,0.020715517636536875,2.6594316948902246,0.026049747863052808,0.3228774118702248,0.012948361174449596,0.021024047976658976,0.00766310052542476 
19,0.02522264361632,0.06516230479980657,0.059295945843449736,0.06477326239443226,3.090601654502214,0.06637265220201698,0.3393932172856665,0.05852983435227514,0.0667409440665061,0.053581926304497075 
20,0.01954702630896601,0.11009101523490727,0.09946997307341515,0.10147700356837358,2.3537428398256623,0.07317921881924576,0.37212277041853953,0.09977523841547509,0.10474278096182843,0.08418062420241768 
21,0.05727402447408884,0.04628730862973561,0.04152686373640085,0.044904429837837066,3.3780214638459887,0.05252669069927265,0.2757529586959628,0.033299642527617836,0.04575938642784223,0.030502863174056215 
22,0.03287469464174302,0.021440298494218506,0.016764097154569453,0.019823828293314697,2.427169313602581,0.02506857939279179,0.2768514832917134,0.012985266755510594,0.01840583714261328,0.009269159444732366 
23,0.01300902654982179,0.013127711047129311,0.009913964649596905,0.011699157869071681,2.4555314000576303,0.014114468465872143,0.26718302945207595,0.005831555033671787,0.011590658279541621,0.005213151149348505 
24,0.00992155439620767,0.03701834957015669,0.033512887027813555,0.037327721644375346,2.5969854197665314,0.02476524996716396,0.26625322518016503,0.034496230586456275,0.036388393158336016,0.020976502752076697 
25,0.02895247064522912,0.012100064709741985,0.008864512556543266,0.010683831376580051,2.3353030346209294,0.011404336452375397,0.22164845752389123,0.005641534480590416,0.011162368234019482,0.003093335552524934 
26,0.008341653907943206,0.016181266002425372,0.01597246666935506,0.017562668175717187,2.5687312914275973,0.024498684502042067,0.2444638570432751,0.012058500078536127,0.017848164300847635,0.011268088719940294 
27,0.013963772920705554,0.02325117053189037,0.022819584857368607,0.024544340576887643,2.6636718417833167,0.025472782920905247,0.23074329039675448,0.02204741464037472,0.02447086430347074,0.020282050267866936 
28,0.03969741113299582,0.11811248561869864,0.12258259801908385,0.12191797492686696,3.055670513675694,0.08581903773272953,0.31357587796687836,0.11320876022542734,0.12697988358473483,0.10397671846198193 
29,0.07528129787136674,0.02054235795645967,0.020371142295984985,0.02371897150350169,2.6280491681197127,0.02524506656129688,0.20989538448213096,0.0151350901097155,0.019517593476854424,0.007174876458649138 
30,0.015130213879191697,0.01288969818022265,0.009839111325842845,0.011276235553910647,2.363151038879236,0.015922567050970747,0.20885507956408844,0.006156238312610274,0.01101411692956944,0.0034744492378992577 
31,0.009795339561109855,0.014575183990861737,0.011451207062308733,0.013019591922234564,2.8656079597205246,0.018645805813689974,0.18998408746407378,0.008966686467605022,0.014654970441478987,0.0050157279349743785 
32,0.01269550808832388,0.02432258944990669,0.02277159428884248,0.02427513503913294,2.8661829806775274,0.03128991413088045,0.20918125684715108,0.021267540283995957,0.02533847579968409,0.01786806131272627 
33,0.010679265781646158,0.00880868078911718,0.006739442918746224,0.008065641374043368,2.617434325473174,0.0089287616325322,0.18040076340754824,0.005101160436160157,0.008285285456412338,0.0022920129366008624 
34,0.005898071324764081,0.012433728336784404,0.008263679400608324,0.009498512480719305,2.124515944834846,0.008770048944382446,0.17686512845145969,0.007357650987237641,0.009524877362719763,0.002830721438370354 
35,0.005555143351640171,0.005961349596648636,0.004830430702826022,0.005535943539474182,2.367564692101419,0.009063939299895907,0.15982876393697898,0.0018372216581179046,0.006032115283943628,0.0012499626505681593 
36,0.005261424837843868,0.008311804067895827,0.006243610608772087,0.0069976584404936705,2.0388908287220517,0.008603125276069434,0.1627791699554523,0.004000014336419611,0.006969821819047084,0.0011389707264861215 
37,0.010557944187894464,0.008852568212884777,0.007357297907757854,0.007884271239216216,2.484396818136339,0.010258714010017655,0.17662203304034704,0.003407608347691715,0.008618119615523234,0.0021822795137986352 
38,0.005713765238562535,0.009804187619206713,0.008030675378449025,0.009186429091471389,2.1798339017359885,0.01070141150888304,0.15344137238890265,0.00606752743439003,0.008746039106780757,0.004355968648956576 
39,0.011031972264225426,0.00901076597288074,0.008368318398158436,0.010704858589676573,2.326650477177283,0.010821067649617789,0.14929539909058037,0.0071061340353992366,0.009725466387338288,0.0052364207797303665 
40,0.005654538546712667,0.0065757393578425765,0.004912438303084422,0.006392459722966465,2.2373423268194657,0.007965678776149154,0.14504051630034898,0.0029255650086266625,0.006592565488284308,0.001577043803713174 
41,0.004230076716670406,0.008965804207799997,0.007986279529517927,0.008135103733923175,2.3600608365201197,0.014124625382788913,0.14860453292714731,0.005236970609851887,0.008360208253875356,0.0045562386900719785 
42,0.021470695261968736,0.0657190081351396,0.056213151494905286,0.05699588105237047,3.38529953139256,0.06841999417949597,0.20358590194511111,0.05532992892417552,0.0604002303385025,0.03168166363651252 
