Epoch,train_loss,val_loss,test_loss,diff_seed_loss,out_of_domain_loss,diff_model_loss,diff_mod_rand_loss,obsv_test_loss,intv_test_loss 
0,6.544631747811129,1.3124618179201446,1.4562888736044972,1.4890533092524658,7.5310638985122775,9.568934544472405,1.8601113450654885,1.9654811843853195,1.8320464132553134 
1,0.8174360466937562,0.28359859311385094,0.3129830957378267,0.2713612844351428,3.075701923819449,2.990117287540545,0.8445739518327031,0.2180121012754789,0.23113963166199625 
2,0.2648774440096917,0.1031687941788088,0.09342611672894642,0.0949971097754362,2.8753003683764407,1.9760051376886623,0.6411483842924642,0.07922384691864082,0.0833050814412191 
3,0.11268795311810788,0.0654734675210504,0.07285582324160186,0.06818472582805465,3.2035164888476375,1.7616073588979644,0.5528715513867475,0.06898320620495255,0.0672988091695725 
4,0.05310734594593558,0.07321499073023022,0.07153241893781409,0.07488857964081139,3.653344551709529,1.3249350390363475,0.48630143906956674,0.07957694722663575,0.07592508113180543 
5,0.045434673401442444,0.04013486378624817,0.04227669311226413,0.035862090329751434,3.4633710638393214,1.227086244935802,0.48903877716552197,0.03602975731871325,0.03777816391104736 
6,0.03016584627347942,0.030766920728866234,0.029636354532160663,0.031206408746064705,3.3246241670354575,1.0813556132299964,0.3902583938252217,0.029600372288573595,0.02925918257933091 
7,0.03655975872816546,0.03432816912661786,0.03179872726742082,0.02903132751438044,3.2991290014734345,1.0659071679761838,0.3780198863135787,0.025394304509895705,0.02784806002288125 
8,0.04454567388165742,0.039988613522088184,0.03853544380310758,0.04146037040356217,3.141034996697313,1.1893425688340016,0.37217866757347146,0.049516273894289496,0.04335085816299511 
9,0.027649023005241444,0.026535655955534507,0.029087791579287783,0.026502103343372455,3.191025030782908,1.0593868722058801,0.3124756553712797,0.02886133536011002,0.025912124911144828 
10,0.020255053746178888,0.0716403833342838,0.06814392089405491,0.06956711921016835,4.147400974439802,0.9987808440502761,0.34369799268887535,0.07343745784308027,0.07403248965981887 
11,0.01985977650099702,0.032597467745312,0.03388129832006589,0.029607138002773686,2.8922539942766154,1.3042555632218922,0.32588844498228364,0.030012055971684503,0.02938741916659442 
12,0.018713321057448135,0.050222398155692675,0.05045235067848037,0.0484843500906001,3.8697047484923615,0.8177328825929152,0.3141902599954136,0.04524865320902975,0.04769243373535801 
13,0.024604946796016797,0.02159496693975349,0.020987128284572363,0.02005481503852955,2.9863363812876513,1.1892059199700524,0.3054133901710941,0.020609665150853294,0.020295281082109717 
14,0.018896388516595558,0.019672364029400115,0.020713276212631096,0.020146154333365463,3.0325065404607043,0.9587455922275098,0.2717617035582073,0.022863959565156654,0.019783644448196646 
15,0.01481139699921407,0.018884421594847822,0.016094574361675187,0.017100817090103037,3.1668315906277855,0.879577522351721,0.27685628715655425,0.015516158189187479,0.014435123858807764 
16,0.01803494188524465,0.03580245012034469,0.03456695339968915,0.03598039004601354,3.4245132013235953,0.8320168918979022,0.2382860531945994,0.04723007613818555,0.04449423966692621 
17,0.01395641447743401,0.021933776113214638,0.018499157810226582,0.020157876094718037,2.488980353175834,0.8920809254237554,0.2560176363197179,0.014345197048113257,0.01618791115362015 
18,0.025251634294611656,0.03898715761969464,0.03964512841890963,0.039465148657557916,3.184837264895489,0.8898612253470901,0.2512152357724716,0.031046484726089573,0.03141267603487208 
19,0.05069698382805765,0.04782444885873597,0.047538068057751244,0.05021397070923977,2.8837000621884927,0.6806762755187521,0.20468055449178238,0.05119445127348783,0.04614657914608191 
20,0.020498336407675226,0.0335128043460833,0.034702958419535274,0.03233080931044103,3.1181675939989737,0.9006211834749422,0.1822183337359121,0.03007094086569495,0.030870470570998697 
21,0.020158411776223642,0.01848203921790316,0.01780520698145042,0.01862463250022772,2.445821057476537,0.6785547521766973,0.15040827050069597,0.018832501945276945,0.018095929066210204 
22,0.02516657050088697,0.017839366081453582,0.017162666562646853,0.019695722901264083,1.965231144205996,0.8081105801075893,0.16346159313024006,0.02163959173560599,0.016618470681030572 
23,0.01508849464616188,0.0211172731490892,0.022308481449587428,0.0226753618164847,1.8917979318160072,0.9426123496349647,0.15661338102830288,0.01650378125279097,0.017631207377290004 
24,0.025963901663834058,0.03530662984340122,0.03321086180574421,0.0333848832756161,1.8828316880481055,0.9110569163928204,0.1795213394496379,0.04339533796207693,0.039629019100434704 
25,0.013472394256854332,0.015876140295389973,0.014520909641409297,0.014672196365596158,2.1525635464362547,1.0680031529700442,0.11833363315270873,0.01395170205701075,0.014226940556725864 
26,0.012693439180800466,0.013997134907378516,0.012468414335274089,0.013670368000204741,1.766775923122273,0.9157095469217722,0.13895148936737556,0.011035476538891942,0.01123418494589643 
27,0.04956731267377494,0.016698668058722888,0.019394615492510425,0.017843681997711424,1.8118346750839665,1.0535441743254068,0.09757036153348525,0.01718474744657996,0.017361068631254327 
28,0.024050972779426076,0.025318479365280113,0.02496584396152501,0.023388553131149733,1.5234106002752155,0.8185229125372644,0.15574566081882288,0.019357418771796375,0.020358038800863197 
29,0.023952786079572626,0.014256920346559652,0.013530510174252046,0.013787065948220241,1.6829902890495994,0.9068600630817883,0.09465445415763085,0.013989332551766154,0.013398305271144295 
