Input_data,A,A_var,B,B_var,C,C_var,D,D_var,E,E_var,Avg_variances
obsv,-0.002776975861388524,0.004883600115618576,0.0005342661541542692,0.000524476748691245,0.0002008334560211887,1.7362191734194972e-05,-2.0018033582271975,0.00022425343486566672,0.20191564012815857,0.0005960199443341771,0.001249142487048772
intv,0.0025546086375858807,0.001870663339672867,0.0014913250995039276,0.0021699199143514585,0.0009186061712272913,0.0002363872649491858,-2.00436548766091,0.0016722551239577413,0.20016035181849126,0.0006348745160128203,0.0013168200317888144
ood_obsv,0.017240600831331308,0.006495877237583964,0.027904360362392668,0.14519378885184808,0.004523812604943579,0.002035393619306576,-1.9569677667769823,4.8291303105026815,0.4169887946590578,14.988746740923496,3.9943204222269832
ood_intv,0.02572228421480612,0.020380938695757463,0.01817396777713187,0.002972937796908082,0.00781093620939551,0.0010210133537980313,-2.0298115865707125,1.660659167888224,0.2281186824782173,0.017083759637751512,0.3404235634744878
diff_mod,0.000840769970506653,0.00044400996576721553,0.002598767628060967,0.0009754875387759384,-8.943099115528479e-05,7.682699337310261e-07,-2.002457041242443,5.800548215738844e-05,0.19927106521630428,0.0002875759476294035,0.0003531694408527354
rand_mod,-0.000338939727449822,0.0002649244697337595,-1.1131596803757257e-05,0.0014910947387046637,0.00031512976503855354,5.768758655174864e-05,-2.0039920294798566,0.000566162697898673,0.20516738024018052,0.0032037211938496287,0.0011167181373476947
Total,0.007207058010898584,0.005833716221643299,0.00844859257074,0.025669607155115494,0.0022799812025784765,0.0005699815802610924,-1.999899544993016,1.0825158135511677,0.2419369857567352,2.5079843588971857,0.7245146954810746
Var_of_avg,0.007207058010898603,0.00011038058428765534,0.00844859257073999,0.00011498955690221852,0.002279981202578473,8.546199215515297e-06,-1.999899544993017,0.0004641210295368292,0.24193698575673497,0.006225576870001634
Average_total_variance,0.7245146954810746
