Epoch,train_loss,val_loss,test_loss,diff_seed_loss,out_of_domain_loss,diff_model_loss,diff_mod_rand_loss,intv_test_loss 
0,2.328723330345273,0.03206334373592787,0.02923324305318589,0.033216089866206035,0.03330447112235859,3.912595308001619,8.005713015061428,1.5098092220481114 
1,0.020841939647542666,0.012444285283991392,0.01072849167211033,0.01198798300826578,0.01935591411367028,2.2597376912483016,7.658897974644504,1.422417010390832 
2,0.009031959884988752,0.0071314153533125575,0.005263482229448613,0.0062219897078867,0.011673184179288398,1.1548426650090873,8.280309787702633,1.5763368235870419 
3,0.006198325710019245,0.007707748727782102,0.0061596238044955365,0.007316704198215184,0.016158563750134646,1.1216506922676017,8.362934731317,1.6159696301614568 
4,0.004659153863471918,0.0048262834069612535,0.0036314310457184165,0.003974040738853013,0.007236566327334692,1.127480028724931,8.469108646399249,1.6453877823014178 
5,0.005731924193241866,0.0061405226170859134,0.005606515212261076,0.0058844137997326575,0.013256554734830672,1.089049186940521,8.433972962913833,1.6374239967873536 
6,0.003346820540173212,0.005064888582642584,0.004156385472042495,0.004913045644022995,0.011410526105814967,1.185335446283716,8.532778982853891,1.658068974401594 
7,0.003159260044908892,0.002766322796718167,0.0025355880169516767,0.0024853194533977162,0.004069706514670912,1.1426484236948453,8.547632359637145,1.6620066094769348 
8,0.0025673177898363174,0.0024389769542341178,0.002051682646739334,0.002247914188619937,0.004388536737002013,1.2563707263448123,8.54654182497875,1.6661740602393784 
9,0.002198250283044851,0.0028876282892483906,0.0025958872334371896,0.0028969262078311518,0.0038279605795121796,1.1867321294964086,8.578848285467348,1.667408905413996 
10,0.003041303334887771,0.0027594437479315165,0.002805470465977986,0.002793797502306861,0.007008309142091207,1.1279026907226866,8.65498364330233,1.6877920326621434 
11,0.0025050690668870106,0.004235633154199824,0.003601597272956959,0.003802795457265229,0.006372036036120221,1.108894946039311,8.634705794112845,1.679208764804253 
12,0.002226238412924541,0.006678149521979698,0.005988141607299398,0.005942983626184883,0.011646128733116257,1.1105527268463846,8.667245282807961,1.6777335160438143 
13,0.0030651679797742736,0.0022255804525939363,0.0021752646704928935,0.002089502391986012,0.0032566764096459977,1.0137666316004925,8.610293549004167,1.6729710013888779 
14,0.0025189110698248082,0.004106654312970044,0.004169475269181038,0.003850726170620833,0.008352437791832479,1.0672185568213535,8.527465449966803,1.6724522189584632 
15,0.0020670095512865705,0.0024632633315959415,0.0021143262135317168,0.0023373719986452103,0.006599204063849307,1.0456381388056344,8.584287410488923,1.6694077196610397 
16,0.00378288294527782,0.0023568555262551724,0.002052278976797655,0.001980104781207759,0.004775848529041759,0.9966288437379155,8.595550292871769,1.6759184647075738 
17,0.001683601610211278,0.0012748458685789802,0.0013110957321033191,0.0013148582346683923,0.002139740918416777,0.9755793988080598,8.626884441015767,1.6664698818204355 
18,0.001524682157981839,0.0011754350971533928,0.001150255538855258,0.00109809752485992,0.002160552513501024,0.9390784080637274,8.520724711662796,1.6534992908453725 
19,0.0022255720289125966,0.001514278117939188,0.0013114405344370164,0.0014063587069357286,0.002606476052864082,1.0117124692741755,8.531523278333282,1.6654180109530385 
