Epoch,train_loss,val_loss,test_loss,diff_seed_loss,out_of_domain_loss,diff_model_loss,diff_mod_rand_loss,obsv_test_loss,intv_test_loss 
0,3.4317388281289656,0.12792556011714895,0.12908697355600887,0.12438742988444702,0.11062866318320345,0.7806348403159304,0.3858978304420098,0.08695347938905672,0.10609278596560082 
1,0.08206693199815962,0.061790527623358966,0.0637105556640925,0.0620025184318666,0.05682973112674574,0.5721723199016885,0.3650241652173161,0.04629315551483515,0.05377263469128746 
2,0.054624953323086214,0.05011315998544161,0.046695779448947955,0.04864367448722218,0.03632470532885605,0.571063959461074,0.3804689480800995,0.035925850307188686,0.044745349309594215 
3,0.03912085795133008,0.034835261754258634,0.0322024677703128,0.03280285461444475,0.028955411595455872,0.4506703448721391,0.34184410126587467,0.02847295978373552,0.03350455291751606 
4,0.03164735136317287,0.046077366716356656,0.043214516622614677,0.043212708630454774,0.03181727411405362,0.5028105638568613,0.35151346712667364,0.044343130453022184,0.04955130364474698 
5,0.026532695196554854,0.026031708164629838,0.024487357658795863,0.02688743706604779,0.026983864753503894,0.38352890778719484,0.3110189365222007,0.026682952807330372,0.026358020540465255 
6,0.024076136822149045,0.026459786161486046,0.024149282700782412,0.026061519672488587,0.0205803099997242,0.3012823901409553,0.3164710900746592,0.023653006743444928,0.024898139864446202 
7,0.022369265725225858,0.025793727264546047,0.02433611304588447,0.02556072168558717,0.03856264327546981,0.27549830362119393,0.3259084953654319,0.026780652910670753,0.024567268986628796 
8,0.018558748574419456,0.02287156403345847,0.01955942043316937,0.021439271661846723,0.01794870296933837,0.29998786511885633,0.32149992721608023,0.018795522840035515,0.021412625275716125 
9,0.017197965060018538,0.0211245711232048,0.019832040469176932,0.02082820050950868,0.04699007534957502,0.3829864430006448,0.3253544778672777,0.02188783029121204,0.020488305929570672 
10,0.01570053984433991,0.029739562318958888,0.02914672977235227,0.03049624529375595,0.03548592117994005,0.30177349633603684,0.32972723200543796,0.03201060186623526,0.032334218379648096 
11,0.015661316711250976,0.034442884989549845,0.03040542629418456,0.03241238841470349,0.03975336023073126,0.38218491019540085,0.34857334997865996,0.029128951733690123,0.03305634996424147 
12,0.015103293227377546,0.01656866950060751,0.01564406042900283,0.01649870412969133,0.015195152355472885,0.2958438097722997,0.2972709086324187,0.019799144655142698,0.017725850910388207 
13,0.01319449019127095,0.01677499333654353,0.01604949288104191,0.018145618973668086,0.026263326489003626,0.28904279744823996,0.32604627676653447,0.016955203699726695,0.016268190059869524 
14,0.011938274815981982,0.018205499737960276,0.01744675874482467,0.01753288465922586,0.021717437537508034,0.30567984210792304,0.2919462284609951,0.013570778759977743,0.014772930158898667 
15,0.01482255271239961,0.014175857971572923,0.013000451391298807,0.014973647226558263,0.03621418516241466,0.33445242467840186,0.2889118925351369,0.017754648783719375,0.01429899296004038 
16,0.023546444451009545,0.020016388983426243,0.02165121586900989,0.02132578982711498,0.031078701239990635,0.33299019153380305,0.30497479220890966,0.02297857755381969,0.021602320709264197 
17,0.01393389042773792,0.014053451945794956,0.013312184273453277,0.01439523681655875,0.042025066985019066,0.29694967328150657,0.2863167621348645,0.015052700361326155,0.013654391875076222 
18,0.009990363154925448,0.010647771709117867,0.010762751512560145,0.012248605668905977,0.01874897152635029,0.2881183651529199,0.26824688172623323,0.012479675301895022,0.01166884248594493 
19,0.010352373867521457,0.01637426330566965,0.016668634825694854,0.017019770162350605,0.025622399097151315,0.31557214141209045,0.3092973318896121,0.01533256149665374,0.014790953394865813 
20,0.01901638558289657,0.018565711166545176,0.018941362327684813,0.02076376395164508,0.0346302937543415,0.33293550624118934,0.32201721872928546,0.019577253612568235,0.018888140720009793 
21,0.013194093249198473,0.009982761744287435,0.009813472618014253,0.010721984921945373,0.015755123023949835,0.28851370831460377,0.28957936655685684,0.010054992540401786,0.010102416496548772 
22,0.015221871134682178,0.07772772367988602,0.07500798402586718,0.07794766901292642,0.12542919883489959,0.44809318640197726,0.3397106287819783,0.08177571126728331,0.07907805842445263 
23,0.01795602855219675,0.030232259888208348,0.028789395337281063,0.03022555614994387,0.0307022089006594,0.24604526950818267,0.3146053752508671,0.02620723972876764,0.024682598461208193 
24,0.021243157871967098,0.01714256969396703,0.020778076973852883,0.020910856287820793,0.029152088245355402,0.3440230916187945,0.27755335217691335,0.025410630596322866,0.021274505822317734 
25,0.01241885253297038,0.013472595487064452,0.01314613755100686,0.013900909274399244,0.022549852598902475,0.2942722523755322,0.28374139700886064,0.014906490343754842,0.012818352978287217 
26,0.009172261916594862,0.010321379515494142,0.010244505679640328,0.011355838697254969,0.024402315182148016,0.2943654255605004,0.24462608976127384,0.012894929664968125,0.01081788501480858 
27,0.014186339020935438,0.015387724155214104,0.01592008482725207,0.01698369600115813,0.013861418611521969,0.17122993745638718,0.25567695588493056,0.018032408783439202,0.01555725104518455 
28,0.019190674070021927,0.04052219541921372,0.042317098535685695,0.044408568750351304,0.09246308749274093,0.26111560772455766,0.2775399281964152,0.034362389656619995,0.03878675211390576 
29,0.02003307637840573,0.009760416874076385,0.010387686008916534,0.011174331205310301,0.01199280723285554,0.22598781283559766,0.24554114049131873,0.013425732322376404,0.01115558420888516 
30,0.01656987914788205,0.013883429833286066,0.01369041137479796,0.014806508080264777,0.010191856184062686,0.18579851738335257,0.21748598232967922,0.014149681002720094,0.012928215507623441 
31,0.013980716914485321,0.013049413932533425,0.012511060583362672,0.01375491055566476,0.035820601069090685,0.2642181039840878,0.2568313210278411,0.010774207258615576,0.012577466694268225 
32,0.010930344593141468,0.01878034474043587,0.018868043073470356,0.021077207157066263,0.07058860257089065,0.21140451854401585,0.23218170054775272,0.02583793744361462,0.02228552154787735 
33,0.02431890346391204,0.024615670187957208,0.025245458110827852,0.026749967688699635,0.1490871414187211,0.20142833038936522,0.24500274166915278,0.03153928132884776,0.028589366591680588 
34,0.040193131369023555,0.022287537649506344,0.02269967952187339,0.02208583672605356,0.010732404029309351,0.21394925220690625,0.2613326363984037,0.015053152458701336,0.01792060427052764 
35,0.04774100128667091,0.1310736978509518,0.14154156363160078,0.13295857596359104,0.19314085248333868,0.37411053697281205,0.36276229749703237,0.10606330570571618,0.1133926878174691 
36,0.04868894572031091,0.024113367259520995,0.022063967908416596,0.0258899716628302,0.008726949436916343,0.1870442003504337,0.19936567376515216,0.013521135026815756,0.01563449553632612 
37,0.01397840304421014,0.007644899187813279,0.009020086590223957,0.008965036209432987,0.007804432706721087,0.17919844661359627,0.20652874379088518,0.009257270009439544,0.007532171853612368 
38,0.015464670887564407,0.014247304067935692,0.014865258052211061,0.015765118097354175,0.02320875514566012,0.1561062030652462,0.23182467379761248,0.009161854625640054,0.011818453765638458 
39,0.013801169425829412,0.02593333489940086,0.027941302824482744,0.026485186930599335,0.03928375700185782,0.21117226244272025,0.2195583439331344,0.03056708060860629,0.027653255765418196 
40,0.014620154726082657,0.010905353489608218,0.011634790179016264,0.011768924899720612,0.027213470951287632,0.20633025289021617,0.23081602624058703,0.012736375927031496,0.011557338893721614 
41,0.022333776365540514,0.013957119994978248,0.015452662401926887,0.018031034797327143,0.02255173078112378,0.1506287848900186,0.17896862432497487,0.010670626685467699,0.012635370461591489 
42,0.018663410893085795,0.006679285324701251,0.00732736389529028,0.007330903008330995,0.006757531121880334,0.17783967794219677,0.21733251071171242,0.005310778005921124,0.006163882599077341 
43,0.01016865269389889,0.011124205227612914,0.012127238186906395,0.011547408567114583,0.021208701276563602,0.22782929324047602,0.2155744780162218,0.010654928890074088,0.01160797904365669 
44,0.010301122865436782,0.012296447737280718,0.01455579493399285,0.01226682396282696,0.01332633076143086,0.1817797607758564,0.21599970745206862,0.012445855740743462,0.012741582352631786 
45,0.016668138204929135,0.021150791966856,0.01878539003878505,0.021070600236751953,0.00964210757271502,0.2184936916098934,0.23404399904348114,0.01827530803664388,0.018685780865341783 
46,0.041212451425522115,0.12850948333811849,0.12130766046799282,0.12457191708614522,0.025760484866462364,0.7605646414366345,0.3255094297371414,0.14661215058287383,0.14019812366434792 
47,0.0524561470118704,0.07724305402139503,0.07965514253344708,0.08108192730863338,0.24317501516779885,0.20829777016022816,0.2710596456259999,0.08042452218526196,0.07519312402499807 
48,0.015765454604248094,0.009773804418065721,0.010208132857823356,0.01167554093961617,0.015098760273698275,0.16719654750130034,0.1973698995314736,0.011658044399725597,0.009707287306509872 
49,0.012836236970597934,0.010022842326302041,0.010035666598570803,0.01030138531286491,0.005076920682842534,0.18116966685660857,0.21032095831774952,0.007889157145668868,0.008224654332081239 
50,0.013525506126439503,0.018469294140914902,0.017908977265011297,0.01771628097865053,0.04991406909357465,0.12404150751919765,0.2025668962240097,0.01790336609286376,0.019207305745820948 
51,0.012267968502948695,0.009280558489698986,0.01164270097153302,0.010454435013842711,0.018775517077159874,0.18031767215537775,0.19071753261521832,0.006433914602526025,0.0077812579674642725 
52,0.010024511120167463,0.008588267493465591,0.008327910515082908,0.009431811020994848,0.012669416002569989,0.14974223942706197,0.18024707164395565,0.008321604924889847,0.007843167978026599 
53,0.013949266196339688,0.005663267581238005,0.007819485074617284,0.007396717762175995,0.01950155129809339,0.1493568334730023,0.17524472068103947,0.008167711842396352,0.007145355324457148 
54,0.007575665864406443,0.008141839394445485,0.007412906991875307,0.008399976283259353,0.004944944953004437,0.1771698617140276,0.18642132207996626,0.007147266717985623,0.006514037727629374 
55,0.013332285512164659,0.016499057966764024,0.016068770174632263,0.017277762028996283,0.010474840243885808,0.16818197391106668,0.22068113427997277,0.009298522614994198,0.012700285461959736 
56,0.023413772164944516,0.023329381270044455,0.024837415371819528,0.022964101347810788,0.02559702536557893,0.22591032108712525,0.1827123235202322,0.026346003935412598,0.023180100309964757 
57,0.07555224907595072,0.019208564344707253,0.019237172955346833,0.019030450268009046,0.03206648819029993,0.110860218809586,0.15510404991109805,0.014600257484431722,0.017640075812875012 
58,0.017697233609699953,0.014650318116483478,0.014497364319522928,0.015396347691867728,0.019110065757403306,0.11245681930394795,0.13366440872495958,0.010359488445641541,0.01167826810790502 
59,0.011395109016699611,0.008507676528564791,0.009998920932649943,0.009577458468544393,0.005671409768095259,0.10739862439669376,0.127413794062376,0.006264831081902678,0.006626775819309749 
60,0.013899957792256662,0.00626408062223306,0.006895960494995634,0.007011150698920986,0.004044916503180218,0.08179706226672256,0.11699941064222957,0.005938417775632887,0.005868004396678217 
61,0.01648272719290672,0.005458314478388281,0.006358416881387028,0.006021782636135138,0.011994379420298884,0.09754515353821454,0.11648423936273535,0.00519380420408162,0.005614271664130399 
62,0.00717876328053535,0.008651987880596105,0.00943507258428131,0.00951300755552529,0.03184163021544464,0.08618404738889236,0.12676643223631637,0.009400319839320659,0.009401991178642533 
63,0.011441695294872095,0.012205610161766836,0.01415721091062494,0.014161848745635922,0.02495376553066251,0.0938741054889789,0.12303644991918307,0.014568989587484715,0.013535599748817795 
64,0.013792030233272464,0.0067319882121596765,0.008551856024960594,0.007815058837707627,0.01601362348454245,0.10417540116847021,0.11282606467909896,0.008211327512175081,0.008142656912989743 
65,0.010936484974963329,0.007869978963041844,0.009756448600299054,0.009592148272424302,0.017075900092755524,0.07928199399798856,0.11079653349207294,0.005488313244903864,0.00684037457853095 
66,0.009885131277604325,0.004451932130574142,0.006644608943107588,0.005476464374875604,0.0055210649461692185,0.08156333851703437,0.11463420608169202,0.003950286710264627,0.00434532139184145 
67,0.01875934900233529,0.016630200768447494,0.017280066921981745,0.01751907267665817,0.02045513889471238,0.145134046094131,0.13154940757772948,0.015798798201234733,0.015860894811373073 
68,0.009520708361819605,0.006701120379553455,0.007263011267222088,0.007109382420600454,0.005766299967857868,0.08013293444994077,0.1215001245540444,0.006826272551279366,0.00706650478492854 
69,0.00698431719656307,0.0064607441016200085,0.006662079574896198,0.006848020570953846,0.0065173130588938475,0.08327828780934823,0.10122204277580309,0.004949750459329749,0.005034447385332897 
70,0.005379158836038903,0.0058217868346588375,0.007204203685128184,0.00711727581861296,0.0048684121546248346,0.09910114452956191,0.11038391364109494,0.00454430973514004,0.00507827354743604 
71,0.003529342243244614,0.005602524170550183,0.006297392390482572,0.005823220019332413,0.0057652600655645255,0.08920839752994962,0.11468540761608086,0.005104802655950857,0.005510975687605857 
72,0.01089370044252119,0.007725750537210906,0.007651303923875474,0.007798428824655041,0.011045939100619507,0.08245656713229121,0.12392785590965348,0.005766912943359737,0.005799665393407238 
73,0.01589784262636606,0.029422092053015218,0.029579320943139937,0.032546243265926235,0.05156584080502995,0.12816099250952054,0.10566431926475026,0.030256015378498,0.031587301505867145 
74,0.02996166094817454,0.021825931581332725,0.020182439379594384,0.02158821483982194,0.026765143994701646,0.08975815985049511,0.11402917416872782,0.0171540995211636,0.017864124037996733 
75,0.010125138804582864,0.004835894825626358,0.005374863135856087,0.005169656170479612,0.00293103525950702,0.0987171672979393,0.0892874194202193,0.0034747099699558694,0.0032722650140367903 
76,0.008685359906931726,0.005083528631426655,0.005565653017545931,0.005564019636895546,0.0022398659425126866,0.06517431428675309,0.09382700526598069,0.005172740954327892,0.004725682988373237 
77,0.03422547384120249,0.011729154633549843,0.016665178270839142,0.014312194457529804,0.008151020195382585,0.07913696618417206,0.10281271947084533,0.005804030985246822,0.008761868681430585 
78,0.02555549747767421,0.01832876231113545,0.018373667314946433,0.017647491351204907,0.016806643538825484,0.08685402197097006,0.1121043099320886,0.01674025694933161,0.015987906723043642 
79,0.013166447358040992,0.011847131790020973,0.012206233588074057,0.012232404375535718,0.006565910591518254,0.06114056662787104,0.11474102526352822,0.007703139747897403,0.010169662353236797 
80,0.015439647951566396,0.0034544333415296416,0.003631096285343983,0.003873884594882474,0.00410288285349516,0.0780314394769249,0.08455319805409175,0.002562131501461451,0.0026365437601975515 
81,0.00462809137140787,0.008357419343966535,0.008384867280893764,0.0082276988834757,0.020157122966793395,0.056252523410185516,0.08359863525703358,0.007851773878682222,0.00809272356760644 
82,0.004977852786120793,0.002564132182067919,0.002976126136919394,0.003030621970004538,0.0019194170052792003,0.06776546759710778,0.07992673655277986,0.0016664996414620602,0.0022171671902207367 
83,0.004269965807962404,0.0031597664123817915,0.0036850700958981106,0.0032715346245973955,0.0017157170328163218,0.05837478558098823,0.08521392938926002,0.0030625754554809426,0.003066325085795585 
