Deep,Scaling,Intv,C_D,Independent,Simple,train_loss,val_loss,test_loss,diff_seed_loss,out_of_domain_loss,diff_model_loss,diff_mod_rand_loss,obsv_test_loss,intv_test_loss,obsv_normal_loss,best_epoch 
False,MinMax,False,False,True,True,9.697138465731016e-05,0.0002968362454724,9.70885608336171e-05,0.0002344181837235,0.0001318641873427,6.911590794510361e-05,0.0001666146512057,0.000263408092137,0.0005331312357534,6.520082934892023e-05,965.0
False,MinMax,False,False,False,True,5.793634599182967e-05,0.0001642328824301,0.000299195075683,8.206054494641641e-05,6.730655035172433e-05,5.5519700420714166e-05,0.0001150606450304,0.0005114729047737,0.0001601505298529,3.2497750519685046e-05,1000.0
True,Raw_data,False,False,False,False,3.071943280536454e-05,7.24015201315827e-05,0.0002862400705119,5.959323877164025e-05,6.272957965165915e-05,77.95328406686988,640.8648956452217,0.0001744164277514,131.33381897629508,2.774168350617856e-05,918.0
True,Raw_data,True,False,False,False,0.0016314893728122,0.0085195807574321,0.0084266908598289,0.031169712378745,0.0034622885444423,0.0146784870819337,0.3506149079255247,0.0007724171648889,0.0047311070831387,0.0002106005935494,995.0
True,Raw_data,True,True,False,False,0.0015205713209456,0.0055805891366647,0.0039555632914284,0.0061325275636338,0.0019633334491045,0.0091624256342677,0.1907595089654128,0.0044882793428791,0.0053615894706142,0.000748462263582,993.0
True,Raw_data,False,False,True,False,0.0015438461542185,0.0054763477814049,0.0071177584329441,0.0087623594954916,0.0018330080795517,0.0080633472236841,0.0067021721696773,0.0118554342385273,0.0170774677185918,0.0013723360372623,980.0
True,Raw_data,False,False,True,True,3.0202185757154823e-05,4.139312674763257e-05,4.166162878928187e-05,3.708202001473637e-05,3.494748577350037e-05,3.54684207073106e-05,3.8687981996382346e-05,4.370525949786952e-05,4.829799552442183e-05,2.3882182612489088e-05,832.0
True,Raw_data,False,False,False,True,3.854407355957488e-05,4.723213427044786e-05,5.0848453196042304e-05,4.5831410558321297e-05,6.973471408309706e-05,5.224264593475425e-05,4.940850530806529e-05,5.077682412513695e-05,5.2719759965413e-05,3.71526760359302e-05,719.0
True,MinMax,False,False,False,False,0.0004316245901963,0.0006843501015943,0.0008156714582119,0.0007603906012282,0.0017940918767506,5.42277270249474,44.69166571326353,0.0009958313980728,9.4627369700079,0.0006011211377982,998.0
True,MinMax,True,False,False,False,0.0011545797021648,0.0037361744353191,0.007527210943687,0.0075982018232466,0.0038899430129506,0.0094305827686943,0.0943181636259744,0.0014599441970452,0.0068232402754017,0.0006480306769463,924.0
True,MinMax,True,True,False,False,0.0013915293060096,0.0051437585594757,0.0058544610026612,0.0054544561658951,0.0065235760385349,0.0037179389286946,0.0717428238044403,0.0121078066699509,0.0129182302246894,0.0009300039355256,604.0
True,MinMax,False,False,True,False,0.0011974253629108,0.0045192944542511,0.0039698432054359,0.0035126939115388,0.0008595218879809,0.0017356506595777,0.0046959194019666,0.0142859693400519,0.0308458970709824,0.0028533970043524,996.0
True,MinMax,False,False,True,True,0.000417211606217,0.000498164165413,0.0004884113005873,0.0003675085692595,0.0003474527397771,0.0002612258327699,0.0005528119107577,0.0006164898630616,0.0006019065111439,0.0002753339052773,368.0
True,MinMax,False,False,False,True,0.0001942120935488,0.0002248057037922,0.0002677085813207,0.0001919872267573,0.0007817728210844,0.0001302074274944,0.0003441722245921,0.0002159642313824,0.000252899338724,0.0001138634992651,473.0
