Input_data,loss,variance
obsv,234482.99023294714
intv,234482.99033699077
ood,234482.99023294714
ood_intv,234482.99026528047
diff_mod,234614.80638962556
diff_mod_rand,234482.98616332238
,,0.5724016863142769
