Epoch,train_loss,val_loss,test_loss,diff_seed_loss,out_of_domain_loss,diff_model_loss,diff_mod_rand_loss,intv_test_loss 
0,20681791.71993371,7080661.545143313,7116129.391989708,7150883.019406414,24358190.951953124,12804441.40625,7203702.99705005,7066808.852889893 
1,5582132.214725379,4643441.504180696,4483583.121116016,4628879.541627443,12518405.13203125,11028985.78203125,5242161.469098091,4806023.213282203 
2,3924862.168560606,3568291.226242298,3385896.2078258195,3564774.6580012827,4882062.302539063,7783734.87734375,4784116.174157118,3767126.4257031926 
3,3341464.902935606,3358773.249951793,3197847.3166587353,3342506.1676063063,2601283.953395058,5810099.3546875,4468657.245210195,3418932.6724828244 
4,3229292.8858901514,3280870.854201649,3136008.071728717,3314359.5357092856,2127878.2074452876,5524122.834570313,4556928.368303632,3427867.4442597628 
5,3076010.730350379,3190995.4858629573,2991699.1470804745,3056189.0733620347,932056.6733531058,3691665.9115722654,4249681.385178196,3093649.529373747 
6,2964657.8051017993,3009238.754074494,2840705.5506923627,2944358.140651035,925545.5761242069,3708723.7277770997,4378396.826818573,3063053.594142175 
7,2890903.8500236743,3120228.3411051696,3022404.846220364,3159008.635772899,1224424.472434356,3969980.155300903,4284568.091824043,3259198.463255633 
8,2823798.0616714014,2890793.2085961965,2780501.616510603,2827205.007672167,779007.7493435972,2357484.208795681,3899934.8424518467,2856167.1874793083 
9,2741617.909564394,2771932.1222729417,2667594.977640814,2736721.807508445,760653.7547705323,2011410.461213843,3812879.9828166007,2776046.324206505 
10,2662082.4248342803,2731155.3227401637,2638971.794717855,2732374.473763764,775623.4146465302,1778632.901513883,3789171.683746517,2774465.2895551864 
11,2615026.290246212,2629742.4396511316,2563812.5472899014,2624109.6184829017,837176.5914650395,1483700.2744682902,3582646.322130805,2658796.8684375104 
12,2521353.4150094697,2552257.0017858874,2490224.6588708693,2548495.7488260535,928945.2855585336,1331084.4113768644,3547901.546805877,2602803.8918410405 
13,2479695.1349431816,2505459.2462911936,2448979.8554304442,2495015.3390339823,1075754.8606812926,1123627.276008902,3396188.5037631877,2534847.0664848327 
14,2395184.2921401514,2414844.000178549,2362338.1993877827,2418286.6117016436,899834.5004515754,1027088.0694235805,3389067.3245044947,2485524.9508625534 
15,2326953.271484375,2398955.3726998786,2340819.902821025,2387820.2461565677,1038548.2824839115,800645.7643777787,3082644.919992403,2399175.56725058 
16,2287126.865826231,2253355.6120438934,2223438.3652616343,2292614.112066719,724648.5395085603,750673.5843687892,3229288.751717681,2373446.5285571725 
17,2139448.6283735796,2120694.6851945273,2072069.2300827636,2140947.1402874477,728403.5814411893,525006.869339589,2727402.636313796,2152223.2602046547 
18,2001295.0550426135,1982033.3462544081,1926012.526978285,1988135.2314860856,834470.4127874613,431374.14171465597,2468001.550427365,1986200.0068897246 
19,1806146.1440577651,1763835.5137515333,1745625.5278122756,1812931.4199605347,675016.8315704308,426340.24021126924,2655764.498159149,1893531.0126215753 
20,1521797.3839962122,1604693.5266651975,1649203.796840224,1691667.632333827,747955.7728214741,513891.4453013383,2704798.061204999,1832467.6265267583 
21,1350191.9951467803,1159599.003220058,1127791.7667768465,1170779.551988019,655047.9097235918,912532.3743713379,2558536.3414378823,1373967.7774461266 
22,1004301.4737215909,866365.4118663073,829181.7131730459,880392.4881744385,943477.685512495,1527632.9717285156,2535094.379091373,1146643.2841991193 
23,710665.9753048059,591378.0518851826,594065.8495526247,624904.8912170499,1086401.4528648807,2150639.6860351562,3154530.532968874,1067931.618346265 
24,498337.84697561554,565001.5983726449,472095.8408673414,531037.7765987292,1373926.7243070125,3044580.0076171877,3981162.190748644,1161590.3593588234 
25,402545.6811153527,362546.8033245504,300680.49340556836,334173.50153020094,990172.7593514817,2922099.2345703123,5462933.222376472,1255296.9431848482 
26,253026.76003196024,237307.82376684167,216306.5486687521,232434.82972556277,1297896.3108611524,3371913.7201171876,6024389.233449554,1288662.463008602 
27,230911.34726784445,219645.26330045797,195153.41680995954,207445.56447654963,1064421.8025093146,3399706.5248046876,8164938.4853441715,1640314.4201704531 
28,164475.0629309452,192637.81315342584,194363.14207693603,195959.94731687306,1277183.6589350062,3559874.734375,8227329.961588669,1636205.3976622843 
29,156308.8351162997,144453.31974166798,131458.29789717414,134861.5629509704,1451928.6984115124,3777043.096875,8996500.503601963,1717000.0899351449 
30,120530.35574248343,132114.6091118753,112806.97586418937,118487.63785044252,1315213.4473261146,3802901.35546875,10015075.853065494,1875209.0845058446 
31,105930.39495294745,113510.06593365656,97343.64297425187,107011.7345865041,1508953.3415891023,4032555.584765625,9748489.37486192,1831451.4552239387 
32,97910.01309481534,111661.69321370704,99699.29611818906,101233.85374304396,1520523.1992626577,4030495.51484375,11125687.308023237,2041779.9529103704 
