Epoch,train_loss,val_loss,test_loss,diff_seed_loss,out_of_domain_loss,diff_model_loss,diff_mod_rand_loss,intv_test_loss 
0,20169666.67850379,6852798.659089463,6653227.454411852,7159540.2651907,26624598.291015625,14498851.64140625,6903169.605153084,6978869.616191173 
1,5661246.129261363,4618578.151119338,4234260.75519583,4566098.86116085,10529979.875,8889905.57578125,4881881.283447093,4508208.438881683 
2,3857355.980705492,3781715.883784903,3522160.8496958413,3592522.8196617244,4664865.312988281,5343475.369140625,4171880.22888719,3579605.0956759453 
3,3275825.890743371,3424682.5275263726,3147248.2399759293,3282559.1724336394,2709277.756008911,3301095.400390625,3543750.3264846858,3181883.263114178 
4,3053134.833688447,3234691.0695918,2861086.7767006587,3064672.84058888,1498198.7947359264,1802392.0615234375,3160112.182822796,2923171.7801234457 
5,2874019.229403409,3070501.585063696,2737718.371032079,2914104.1568340366,1303668.7690156645,1283865.024481201,2819654.1162114833,2773619.275860363 
6,2758080.7439630684,2931501.1010622582,2574655.389865971,2767788.689810122,1003391.1163892269,732209.7434184551,2514333.899908516,2631788.608579422 
7,2639073.461174242,2736288.2817314733,2473624.2825843627,2636814.784929163,819330.9070111706,389573.98395030724,2199327.632386768,2510098.340998752 
8,2525089.1912286934,2631933.06789271,2408765.330428693,2530447.8840338653,768304.7946082533,216732.58798892665,1981225.5875167556,2421680.880872986 
9,2383089.478278883,2505087.9102811283,2279289.343558107,2402958.983604116,682191.0542170387,114461.81370064477,1756273.1644328209,2311186.872255349 
10,2245112.684955019,2374202.9245016705,2178183.197923955,2294294.4528611605,611463.0804814219,104368.19359818679,1565079.4458576508,2209837.862490299 
11,2142508.078835227,2256595.7763166265,2118627.5432042317,2195867.0865732194,557114.5053418408,153583.00700904132,1455950.030793751,2124774.221305025 
12,2068435.9241832385,2188067.6831799755,1944303.6043318775,2106875.8158872337,647458.3529511475,259420.88313572705,1425989.4148124715,2045454.9327713938 
13,1925663.2279829546,1985247.665332753,1816805.055457708,1923654.8600866226,493992.79268676223,348904.3184692383,1245737.8249540566,1878177.5802794695 
14,1801677.24609375,1883699.739739249,1684748.8611128991,1836968.3491480052,593952.7502317488,403066.7859375,1188913.9254767508,1793677.7638674765 
15,1684459.0302438447,1710229.6885160075,1611842.6303787995,1652221.7703217706,505674.8904633291,517816.3887939453,1235245.7081181884,1638636.9754401683 
16,1621309.7034801135,1612475.094210883,1514566.7697701256,1581957.8039391784,677694.625728998,425612.5124511719,1184681.2722598785,1556259.3680253208 
17,1499840.466678504,1442445.0175412926,1382914.4182744557,1394924.903642604,404846.5745699288,574529.0160644532,1203627.9822116322,1405578.9838721966 
18,1332225.4268761836,1327639.8470386332,1209469.4968764782,1295134.865629244,436518.4293363973,632696.9947753906,1127360.63346681,1292256.7748068816 
19,1228494.9351917615,1200142.433691985,1206465.0159501266,1196801.9033251524,412902.82051326486,665898.5440429688,1516545.7736988345,1213357.6812233448 
20,1087710.7924952651,1084360.0436761645,997464.2461600055,1010418.5689158135,251168.07673517018,799013.7242675781,1106511.267149499,1055331.3957888843 
21,964231.0864997633,873945.4806886025,847830.2494624688,863646.8058129579,278822.77452685835,770181.1989257813,1136998.1759246378,886134.5617361187 
22,861664.6225437974,775371.7649196802,753028.716190762,737430.0860858001,201072.76825356757,789821.4166015625,1046977.6615273952,770391.700572978 
23,782944.1532019413,828201.9498234722,803126.8543895616,779085.1254281707,149932.11331516213,870443.702734375,891833.2038107992,825453.3164913983 
24,616053.8392962832,559528.6359104547,548669.8875667718,545080.029457768,160965.51222537458,752979.3117675781,857751.0112124026,567304.1773599058 
25,575652.4077444365,591185.8283628104,523763.8947862796,553285.4671044202,153438.27095376648,727471.0827636719,675430.5889076717,572038.8935142017 
26,452895.02470999054,415440.2765879573,463264.2824156682,394536.2913242102,147561.49169075445,734104.73671875,853039.9743827613,441447.6857875026 
27,382977.37445253314,441159.7560688655,394192.23793204705,405950.5247020185,154630.2234471081,724498.2656738281,527807.6276463419,424867.6993714031 
28,318784.8192619555,264983.1869750387,301804.98543254536,277557.8952223154,151341.71878621614,594294.7235351562,522685.65141633636,291612.17916798237 
29,275255.01930930396,392889.10500676103,334677.2700930207,359254.0438152598,207352.9549917888,683457.8500732422,417150.0723178662,366456.27518106176 
30,231053.5070245916,181615.11908705946,196191.0704197354,188783.25985339284,169590.84821978383,531685.8009277344,319135.3869323976,199166.17095747555 
31,197871.93917939157,200968.31315439564,216644.61665045636,182443.7595607724,199415.71772211493,585930.8264770508,257153.59195129498,214774.52418844478 
32,179784.32367498224,133045.3406106896,158951.88045649644,126988.48298218474,208873.397493447,555525.3043212891,285735.3021632697,148020.81690358074 
33,144676.91372958096,137605.35634962883,157388.70349059522,127417.01575943547,248165.96796394998,579226.3298583984,208190.6283181183,150635.58406226223 
34,125233.22790897253,115991.23325367189,116982.06570050333,105858.09983051867,232255.7488744706,499740.1137649536,172159.2011056045,117996.75372430327 
35,102284.30050936612,115083.5001167802,115932.12424101267,114867.66490734684,249342.45748782827,529855.3838348389,151988.59948350638,116887.15658689737 
36,94809.14237282494,102785.02018727279,103356.70334542792,106756.33521282747,247405.31791347047,522315.17237548827,139001.63930181766,104793.04212417007 
37,80480.90538256096,82934.79291874998,87018.18934068001,82803.54543095082,263189.6515344355,546634.7330444336,124256.47435564584,84715.15247596818 
38,75933.31645618785,68182.50891799314,82829.13818619585,63662.232876922564,245056.4517391374,490211.4558769226,150052.69387172014,73915.70541240126 
39,73466.03689482718,115456.13028878305,148816.71628438763,135944.97201311885,253285.98289582168,519575.3041030884,211195.6089479342,137443.94003897384 
40,80748.18489768288,54202.40887801101,70759.94713381451,54367.03213488627,240914.18601549865,489569.4388916016,143087.10584502592,60439.58068075329 
41,57606.70970569958,61905.08961030986,81770.3333052465,73267.39953173995,255009.49848492834,524513.9326843262,143182.00866925064,74329.62777037472 
42,47973.517562403824,48681.53277733322,59991.786572986595,52247.95795135796,263751.70452380925,549243.2863250732,118386.98488174919,55227.685379989634 
43,49988.10533465761,56247.908749120106,71950.32058652511,61023.38717825785,261394.96640839428,527870.0410339355,155718.86075568796,64852.5560434191 
44,45425.1094008937,50299.63185932735,54649.10711418134,51571.3794296205,284494.29204801394,595071.5028015136,94051.33771035266,48918.88231189475 
45,43885.719553629555,68121.9736485415,74928.82174875772,68117.66150482166,267452.883366039,583178.5002502442,97498.97210585698,66347.8081669122 
46,42256.93706165661,41904.2084889563,54174.089349323054,40226.70453012176,267933.0362873564,580448.7781921386,104364.65742430091,44389.98545199856 
47,39222.792145700165,52784.94995087054,64226.62409169992,49284.876016817245,309592.01220704685,639324.5320922851,103837.12794566565,55237.04564184323 
48,44259.6830888228,37413.828792194734,51087.87861462786,38936.9433258988,275449.2188881324,606095.3721801757,86564.8052207658,40995.31300315638 
49,34036.035110011246,36059.33477981264,44684.54498048955,40451.812807909955,293223.0081952516,685698.8177246094,86026.74219834358,39795.25174127016 
50,51118.82771578702,33044.905741984076,43089.01715744721,32891.72240445711,262317.38045811834,581893.3379333497,82606.14849507809,35368.20350706372 
51,31173.488316391453,28479.276236347025,39595.162317064074,29553.961537764222,259311.1042610809,619347.6827026367,81758.9901551344,31366.373283569887 
52,29848.35839705034,25638.75768789318,35190.55848146416,30553.0657194274,269449.4552341686,664551.9768798829,76465.05802798834,29124.98646960873 
53,24722.535092902905,67502.45861415731,73623.40477960723,66763.84064128398,307792.43918783066,757768.6258300781,75238.38985074386,64215.17911719102 
54,25477.689639004795,22055.199486331185,32655.065451343235,24443.931406874955,275122.04036278295,724371.7333984375,73461.85535075069,25448.82050830927 
55,20926.069051569157,44234.72035482195,52867.58029130039,50138.36728714802,235134.12079683875,614125.4920104981,115657.89596302509,50276.02655413002 
56,22311.52989358613,27946.228262636396,35511.21861179421,32792.87099044733,253923.04305553698,703472.6223266602,69560.29492450095,30959.278758287615 
57,25033.66499236136,21036.00458795722,27663.025467270363,21581.753562052363,267487.04484903516,739377.2342285156,61811.90179224685,21755.587805924006 
58,20314.843195134945,37883.48366486178,46912.91920688376,45722.07978376802,233219.48536745756,678236.6303527832,69103.9701280415,44968.43251748346 
59,20824.913429491447,19884.38154584956,27935.528901971255,22926.44405619744,244683.84821945056,702728.4397827148,63461.94863489587,23660.888211513913 
60,16237.032774722937,33747.07863230755,38729.15531872399,31961.269719609805,265935.2573058907,794028.6224121094,60707.41000788585,33083.080314532664 
61,18523.30756331935,17228.726035269858,25097.40779782542,19138.102428356,251899.44568607994,742218.232824707,57513.341316914746,19511.864644919195 
62,17041.230889522667,16280.719423726616,23350.858633416603,17590.41549701602,256255.2962356091,763051.0776611328,57875.11386478208,18422.423470153473 
63,15570.141266331528,21891.207756965112,32434.64562041002,22716.02064718697,263043.5808160095,788190.1024902344,63593.33830500529,25192.160019643605 
64,21260.853091153233,19051.752958259698,26479.930278985245,22045.575761142605,230594.09341496992,746976.3874145508,55641.20754945129,22120.642824788207 
65,15557.5983394276,17424.278797035622,25462.01158768249,18710.68112406619,236978.82476300508,757060.9246704101,55973.85248217881,19974.6709244838 
66,16316.698507829145,16515.02754887157,26537.947411070476,18855.58294715453,233820.61603257226,741869.0352294922,62065.329713117746,20480.61216945015 
67,19382.994351242527,22976.849615175328,25729.340163488974,22405.685651006737,216117.10712139332,722559.487536621,54186.77357739284,21927.85696024634 
68,26946.69239737771,14572.464524287316,22180.065737414072,16475.38898010999,246793.21395990663,786644.7671264649,52599.620145063105,17710.12578009665 
69,11848.491570443817,13610.251240461857,21241.2451436977,16928.071352104656,211671.78166904234,698597.633972168,50837.38867612053,16691.496045307118 
70,11962.109132246538,18656.67551271369,28218.195117190688,20442.80702349548,238212.1386342656,714883.6781738282,69128.04581454041,22404.349882336333 
71,15329.661889509722,22908.678582511842,28680.371073290084,27620.384997493216,190316.91833964252,631075.4432739258,52049.117179495326,27993.052872588487 
72,14430.395843043472,14559.486361980646,22407.430274874387,16158.149605083652,233722.13938494664,758286.8521362304,51507.193195571934,17833.667360124924 
73,14775.522810040098,13284.532875133886,20843.297058432465,14692.421557328711,217411.10249218735,730679.2399902344,59495.555715394206,16122.895398157276 
74,13459.47023449522,18357.370872860152,24677.769840647776,23128.680099651963,204250.74811909354,643072.4958740234,68394.89078756257,23736.55001940131 
75,13912.442814220081,12350.977589410006,18978.14200761935,15762.34994423408,193652.64641193525,614187.5686767579,54249.70710835196,17089.002636614816 
76,13049.23416484486,17255.046631438865,25622.701514612054,19645.268271134235,205482.52154110296,644375.7931396484,47739.8512667954,20821.826232770272 
77,9359.345820455841,10570.210724702725,17460.92708128546,12366.80903738141,199040.65718731732,634960.4404541015,51259.70218620468,13948.593503495678 
78,16528.291702270508,105345.29860804313,91818.57440044152,96727.25661243573,207629.65469096898,687187.0697021484,129569.04736841214,90208.59578503668 
79,20444.763750018494,13939.34779239032,19703.724828201706,16702.438512204586,179110.01771033407,607254.62421875,45306.85687364433,16763.07434737631 
80,11122.215129389908,14267.26459242569,19126.87066275047,16252.305621101894,195793.10866433158,601489.0759155273,70510.0629041016,17836.412678391112 
81,12547.095041564016,11187.879267310103,18404.019670093432,12685.582611885107,187057.48652862615,623696.5489013672,55104.07360981424,15336.253705673525 
82,11399.885874083548,20354.7941863334,28395.309586652085,21976.266850371143,188379.2137514804,591065.5271362305,44441.708725093304,24529.24777874928 
83,9431.857877789122,13486.487923929313,19909.68858104804,17545.581557734124,176306.5982937175,567795.6573120117,56546.712934090196,18981.774371931144 
84,12676.485359307491,19980.57412489897,26166.07599360599,25809.883305461004,155209.16507612754,506296.15518188477,50284.21042659767,26798.6764745133 
85,25133.75946680705,9346.255748052201,14061.836848076226,11970.520640494487,171630.39990849645,529080.2462280274,48797.01304496829,12880.25008922224 
86,9772.495917117956,21911.481267381045,24536.510159754092,22160.764220719786,182275.40568414124,518384.56924438477,68475.25609510168,23639.693291986034 
87,14128.735224405924,16113.235573038666,20270.74387155949,19439.16860043034,168376.02659368812,524931.7312561035,54157.68528043479,20244.150131543167 
88,24015.176512978294,9860.391570430664,15209.307722281044,10889.324504290335,152470.61822397262,465141.7459411621,42099.424452475134,13013.124447910115 
89,8206.891733227354,7700.186569816588,12463.787659255839,9257.683904988133,164047.69120962545,509798.41435546876,43862.434251276776,10744.08958643116 
