Epoch,train_loss,val_loss,test_loss,diff_seed_loss,out_of_domain_loss,diff_model_loss,diff_mod_rand_loss,intv_test_loss 
0,1.6288929618895054,0.258923908744831,0.27820680309986934,0.23557654862262933,17.959258799538002,6.810102359301891,0.635320020367385,0.25496135505899 
1,0.17897877745175114,0.16339384633150625,0.19061892514075238,0.17685984542297675,20.58607769883405,8.43169587777232,0.3862583720645745,0.17811155501753118 
2,0.13776384047091458,0.11650201335256109,0.12298078197288397,0.1247278011621212,19.404360906759464,7.337889426495272,0.36080347401491364,0.11568271731054187 
3,0.12315106437061772,0.10853287961665614,0.11076977151274708,0.11007579086219334,20.107586852249757,9.370815501978086,0.40700789708685,0.10568327722544726 
4,0.12221564666657342,0.09752556722787631,0.12054882422247697,0.13031186107752726,22.29909493569753,12.613107756536465,0.41013024937468656,0.11837938992358561 
5,0.12487689713121984,0.4183480336271038,0.399268903724359,0.4217928733093913,21.049216399308317,9.890619180969274,0.7978889195832266,0.4142522778821842 
6,0.1279338834909581,0.07336258485438979,0.07454637218849314,0.06822411599211327,22.246753377875226,11.904583294894838,0.29894097201318315,0.07814480151278519 
7,0.08192308949109053,0.0786740684415259,0.07316460452171904,0.07820748337697961,19.777611137041642,9.860888861118227,0.2986612816402925,0.07969062345023592 
8,0.07985516682365966,0.08429363310549624,0.08430548017912562,0.07473872029551103,17.456377615261328,7.464413252805298,0.28029420008657413,0.08731460589421082 
9,0.06600132456338598,0.04420977184336531,0.048700914764544204,0.05075714540038003,18.251503828206054,8.893963416473616,0.25022010523441623,0.05167327969549756 
10,0.05829816430129788,0.0688503815798648,0.06815339804978768,0.0713889763460715,18.520679511394295,8.786823961019035,0.2584066494881746,0.07375492186688604 
11,0.06091891806466843,0.07976120909867784,0.06894709724568493,0.07427284061309498,15.315131697113086,7.239273190764816,0.300188442498402,0.07135302424931318 
12,0.06001853548558288,0.278230473014105,0.2879929715750526,0.30726704221265494,20.327776712913227,10.16125605590207,0.45694145128126923,0.29957211726575045 
13,0.11791575097683535,0.04094645937199589,0.03465437930814819,0.03905487347640975,12.965235567969696,8.10268871684022,0.21920157435004875,0.042566232054753114 
