Epoch,train_loss,val_loss,test_loss,diff_seed_loss,out_of_domain_loss,diff_model_loss,diff_mod_rand_loss,intv_test_loss 
0,19986460.617897727,6641583.989862654,6349803.058934957,7193812.784788185,25065507.14921875,13823264.818359375,6857062.993030614,6940596.408395672 
1,5933525.730942234,4556875.995166672,4429568.486406303,4776288.112011928,12048811.62109375,8889795.01484375,4628376.294031191,4637581.415227368 
2,3953829.1429924243,3431651.738021069,3456704.2330642175,3426360.37440567,4317023.955957031,3469543.567578125,3363995.5448782938,3315759.1387771606 
3,3143960.6593276514,2951569.4580059447,2993728.887334665,3068532.1835695268,1995273.9970535277,1023016.8074707031,2627748.9513894557,2941236.4264969355 
4,2703983.1705729165,2577200.544091391,2628358.360159278,2970099.3268558625,2271629.7749313707,316100.13742406666,2110713.144046757,2845849.7168664485 
5,2418635.8575994316,2389643.1706305346,2436689.490350935,2715437.564047134,1732510.7716188566,85108.55091053381,1787205.5846947252,2633138.4447810887 
6,2276835.653409091,2223074.159431272,2270047.0705282157,2553632.0272909165,1392375.6132424802,104535.29842612147,1594653.1945819624,2488755.045920637 
7,2098843.84765625,2260432.463166184,2309209.40760785,2659830.6723994254,1905106.9827680115,103277.52996932044,1650168.7264261947,2584299.087145954 
8,2027300.439453125,1979536.117170559,2060762.4052059923,2368757.9103964157,1327957.5408708125,195379.07918614446,1421148.8799321451,2312507.9532314725 
9,1912166.083688447,1936442.9567606752,2029207.7401115762,2328259.26537763,1056252.8928137287,240601.07801943124,1341574.9855513214,2289855.597118723 
10,1823856.5118963069,1824038.2410422524,2025460.6429379517,2371861.2258823304,1843875.2985073284,152368.77706451417,1338768.9845850742,2318712.0547294207 
11,1812677.9378255208,1782053.911101328,1858579.4914632638,2110393.9190744255,1224587.5170656145,203189.94946350474,1338904.64203192,2090059.2778969288 
12,1693968.0442116477,1633925.6145878665,1779223.689083702,2037890.4377767085,1205068.550503583,232892.3836090088,1242580.900166142,2016301.0335606523 
13,1605560.6356534092,1550748.186134061,1666529.5357848671,1894691.950525886,930679.32707735,288494.25759887695,1205322.9574203254,1900636.7801135606 
14,1512114.8001006155,1590155.0445732076,1750158.1666728721,1947562.3828649044,557431.3639865144,371748.3050048828,1157345.6839119978,1977967.962648514 
15,1462293.35863518,1436491.1919540102,1565900.5949116899,1725987.069945223,488818.26475709747,417734.38576049806,1101709.0073766357,1781605.6033609046 
16,1342009.2070608428,1299968.8268912474,1401042.9791317813,1573922.1929296553,687024.1793208569,392643.045690918,1093401.3015686334,1595770.49867751 
17,1249373.194099195,1299871.8783411384,1469447.4403211672,1559424.2735252618,389150.9535989344,532321.4633544922,1058338.4525985175,1621445.9805889947 
18,1191404.1533499053,1128464.0762353605,1216018.6091318305,1336198.3701640144,593343.4998784433,419328.32469482423,985603.8098425186,1388530.5674298115 
19,1054952.234256629,982916.6422055198,1097796.5505469772,1177683.644192916,462443.67292045377,525064.1439697265,855586.3298708141,1234374.4642525434 
20,948980.7935310133,1030936.7353737577,1086620.1849352173,1156403.600957501,609286.7410514504,453744.2354370117,987580.6443495065,1202604.294826979 
21,889528.398363518,820088.8642165528,863435.0239663356,895326.6623877555,352192.9187907259,612779.5906738281,792340.494940687,981402.9277206502 
22,744509.9550189395,677486.1919309822,743368.8429910673,732800.4859277338,253406.7446125317,674600.2173339843,655931.4289515906,808131.4896888676 
23,622190.0435014204,581783.4976789992,667962.2290063434,640551.301688692,187685.53186189086,761240.5557617188,555542.0954620086,716092.42220923 
24,544163.7162642046,551832.3873940556,583500.2120868191,528893.9775027365,274349.4526311628,741318.7517822266,642626.1240808368,584412.9639477521 
25,496463.96317915485,406891.9639331442,478471.8572751747,458651.3356562376,234866.5609076575,734175.7365478516,419908.1193099536,490952.2574680127 
26,404194.1138065223,339177.30764508765,400535.3127017131,369100.73380076885,194669.07644368822,828950.3671386719,340297.8551855378,409032.5799115935 
27,299050.77366684424,263938.3482648689,294725.2131601009,265088.07344588044,228780.21925440728,779977.1532958985,310293.29064982606,297204.9659653001 
28,250216.33457993018,217338.4526921428,245982.05759686584,212242.92962775752,257505.7478951186,880903.7083007812,257721.85456439125,238978.43682155627 
29,208723.73305812027,200671.41031103334,238977.32073497854,217219.79807005002,283832.7276086915,853981.9110839844,204457.40691823437,248927.6768168606 
30,182538.63534638376,161193.73182433614,180667.9270035519,164098.17555453573,365220.1015788214,1011169.4951660156,183044.0119756,187503.8577121632 
31,154036.06160481772,160874.9375510465,177521.36605637622,182559.2844883956,334948.5104463937,915558.0037597656,155702.3054256752,192686.7243008891 
32,145235.64832282788,171305.09262276875,199123.85062282323,190688.8483635934,402009.6874441594,927261.1165527344,161634.34630008865,219406.70002764557 
33,121134.48037812204,96894.01701848043,107570.218173139,97470.09948305934,374476.7148767164,894730.6356201172,121065.32179566611,106458.29086244422 
