Intv,Intv_info,C_D,Scaling,lr,best_epoch,train_loss,val_loss,test_loss,diff_seed_loss,out_of_domain_loss,diff_model_loss,diff_mod_rand_loss,obsv_test_loss,intv_test_loss 
False,False,False,Raw_data,0.001,983.0,672.1108665972044,248.229207706379,283.0087020341307,280.56613854388706,367304.64285055257,1040934.751611328,10720854.749517662,234.22376144230367,1836472.473339589
True,False,False,Raw_data,0.001,969.0,819.1630381526369,458.32342956887766,473.1099167815927,446.6730836385861,1156852.102165369,1102070.5465637208,5125.382041094825,277.9548487455584,417.9242866558954
True,False,True,Raw_data,0.001,989.0,958.4216744610758,411.1537830059727,325.74929593881177,359.0127493004392,396820.6416772364,427607.6532470703,3555.179162980802,319.9008441536222,383.2289738555439
False,False,False,MinMax_all,0.001,967.0,8.863011649309831e-05,5.422342976565039e-05,5.3521063068871934e-05,5.252724892700553e-05,0.1943943495655006,3.596839136327412,3.2376177129154144,5.949912851388461e-05,0.6016190263464105
True,False,False,MinMax_all,0.001,986.0,8.814192363726045e-05,0.0001378660744639,0.0001173177998885,0.0001381058271141,0.1647508619604702,0.8532495363557245,0.0028025715488554,6.350014369200796e-05,0.0001433394654388
True,False,True,MinMax_all,0.001,801.0,0.0001390380321474,0.0001585019027425,0.0001480871660124,0.0001760010617038,0.0293696978899547,0.0383707411497454,0.0039488116708579,0.0002501609086345,0.0003151357225908
