Epoch,train_loss,val_loss,test_loss,diff_seed_loss,out_of_domain_loss,diff_model_loss,diff_mod_rand_loss,obsv_test_loss,intv_test_loss 
0,2.5698649538257583,0.17124221147495827,0.16866980441835328,0.16347045231031632,2.5535729223104546,1.9673021843989573,0.25581352921564643,0.16489777726376187,0.14692778974092632 
1,0.14071789690095818,0.28487841986727364,0.2574698432560467,0.2781644690591748,1.7015995035087477,0.9372738207895793,0.34162887612856196,0.3060642405055489,0.26734966049259845 
2,0.10835233340251514,0.1573512539937758,0.1708806296077354,0.15687053700544132,4.77482348760653,2.975064843628206,0.2242726187456988,0.14768821291173637,0.16384371051240185 
3,0.06807154100952727,0.0541994075104453,0.05255409012040251,0.051329373619806246,3.0155694712738295,1.5826847590052615,0.1561261396415617,0.04333566270469937,0.051634037491199304 
4,0.041252289586488834,0.03328623157116558,0.03287838549928917,0.03397816319631265,3.0693716009020027,1.7288450749403181,0.13656609919629617,0.02840739193882662,0.033111254569540886 
5,0.03809496649244631,0.05324484505156891,0.04499639499825826,0.05068882456817854,1.808303810141784,1.1537566813030016,0.14712530455761522,0.04695249401533186,0.04920842147003128 
6,0.0657873610290346,0.13381618538613083,0.14006886132536225,0.13567112957382135,2.5349698356257644,2.5150193142239003,0.27741805554619675,0.12215410676537862,0.13711443496018613 
7,0.05870028395623773,0.03130971314667116,0.0313756978331823,0.0312309952825194,1.9394270084446008,2.001757690432714,0.12025914326137195,0.020529305480679393,0.03141024892734721 
8,0.029327916193076155,0.028745131991299563,0.029555041285988206,0.029383484292443966,1.6835816232251972,2.21341511112405,0.10805282134874475,0.023154986619670838,0.028740638841006215 
9,0.01807240795173901,0.017211475775464967,0.01586666260480306,0.018939702419812996,1.412705686221514,2.3474307986325584,0.09722568526326611,0.013282350421485845,0.016957594412805043 
10,0.022406508210362077,0.011636289300156082,0.01168974894158027,0.013587955909332332,1.5036442114577364,2.6800897096516563,0.0889718762715809,0.009620303115292161,0.01220550793892805 
11,0.035270479896677316,0.05237621341341598,0.05272390012747606,0.05416428570816302,1.9889461780131001,3.420460067875683,0.135194301530651,0.05225794442296081,0.05058896019342698 
12,0.02423841291271277,0.01335658895476182,0.013573257562279019,0.015361007682876212,2.4934822504722285,3.3160016105277466,0.09435334497977212,0.008975234912765372,0.013738528621927416 
13,0.030462180703497408,0.014604430988614981,0.012386021022659103,0.01582720368099846,2.209368291283294,3.996530669089407,0.09122009248643041,0.008483800175067602,0.012842375368551014 
14,0.012916457649914788,0.014267146137345242,0.011408702357357272,0.01308103704272772,2.912980222331561,4.195015885541215,0.09239722818768606,0.008402062604402794,0.011112315300004606 
15,0.007110086450914175,0.010035824382988038,0.010909431836013795,0.010660360009185108,2.62350969859022,4.110879992228002,0.08575107760975768,0.007195909745406848,0.010786211025014847 
16,0.009200089670864118,0.020617034865144816,0.017303248088736192,0.019009332018714572,2.3494699272787556,3.70262837712653,0.08313785536284667,0.018282063079044165,0.02016997256907715 
17,0.017628545620854395,0.011446969351094797,0.012106957044861212,0.011012996305196109,2.3499331820815406,4.145394898299128,0.09804869622120156,0.00777430599058544,0.009547897814786044 
18,0.007516651288769384,0.007523476076421392,0.008725963614419425,0.007840604925957449,2.304167714301507,3.662982983025722,0.07704407430461177,0.004947791921929357,0.008257821203319438 
19,0.008765739056054206,0.012655313809605396,0.011679700356680003,0.01256072979928265,2.319939964249679,4.199606948066503,0.08327457848341754,0.009850855551415306,0.011693577414371959 
20,0.01830955553128716,0.025352659073313473,0.02391862298996826,0.024794744284464935,2.201079317987668,3.8732055384432895,0.09477551008129943,0.020750276853457983,0.025098029573556602 
21,0.025618726739952708,0.22838548159932515,0.23131559279789668,0.24698518924192095,2.5580713652595732,5.328995670191944,0.2793984681753329,0.24710688797922983,0.25172035998573505 
22,0.034714108937116565,0.02781130229835475,0.026137708758653844,0.027079993443455873,1.9784656731934793,4.24822366363369,0.09773497319332627,0.019532322824700552,0.023354530236683244 
23,0.02454052089777895,0.023997766999694765,0.022033346908881098,0.02437502933733922,1.977726308473848,4.105758731905371,0.10698983416898322,0.022164511459724246,0.020723092537062237 
24,0.08853999216543426,0.014415798410926328,0.014060681856947959,0.014206104610027378,1.5466124808155566,3.8733188030309975,0.061957312891037654,0.009912440268205458,0.014707954888317531 
25,0.04061649612567359,0.0520968902455997,0.04660909031019978,0.05236634045867279,1.8221931383579828,4.061366311321035,0.11776648068821231,0.0458271067249176,0.0466105961611783 
26,0.012334243949612066,0.008413740208014886,0.00847541991141417,0.008695966720109149,1.4346627661101579,3.2031122041866182,0.04858884291637651,0.005327398984911991,0.00864772874478401 
27,0.010874266370757885,0.0075965802499209124,0.00725977200320877,0.007582254599226223,1.3007997084836183,3.3095652071759103,0.05336567137479493,0.004122118637825567,0.0071155345033192315 
28,0.007878415073553862,0.009954726770811995,0.008084837907968693,0.008890373346339568,1.4017039999689767,3.087011695280671,0.05840324095489473,0.006590461798302094,0.008166315617495456 
29,0.006845526171894038,0.006433915189854034,0.005313651837019694,0.006092962311848275,1.5244274570366103,3.211159070022404,0.05386427862609331,0.0028183037111050523,0.006361439977075278 
