Epoch,train_loss,val_loss,test_loss,diff_seed_loss,out_of_domain_loss,diff_model_loss,diff_mod_rand_loss,obsv_test_loss,intv_test_loss 
0,2.1809715262585967,0.29646039656636586,0.2913981191566116,0.28946548360407903,25.601560753990803,14.84284101522837,0.49234626724803704,0.3427883387864376,0.3276373853662335 
1,0.18502051649248283,0.16263919981581348,0.15667590312367943,0.15163857644848797,32.43115703924374,21.310707882573844,0.4349527012029739,0.1732688260757925,0.17557924977960762 
2,0.13609141284233015,0.128462606253692,0.1136901752109296,0.11774802032373291,37.814890400018264,23.31299918477016,0.4086274953023085,0.13566407869082348,0.14069398788849413 
3,0.11570930135238802,0.1360188235413386,0.1286147385840874,0.13289460536556433,39.14704373081158,19.39518146248746,0.4231021162409377,0.16227433238046843,0.1656450766385719 
4,0.09707061840207175,0.09325539116517234,0.0795865134860312,0.09268999956839358,40.47647928293364,21.884011511266,0.3394211299776188,0.10148339362362863,0.10930270844442092 
5,0.09724038695408539,0.09051455634548672,0.07989255148935115,0.08734280296850848,40.11836796767125,20.43831459603316,0.31167337920146,0.11047036521372088,0.11028475949764206 
6,0.07722603763933435,0.07948010962652732,0.07275067549708956,0.0854190069103023,33.61492292621768,16.433492221801902,0.2841158370825504,0.08779087457080408,0.09300219066102823 
7,0.07765405395978385,0.07584523168799054,0.06939955728225813,0.07658625563434776,27.07697875638506,15.984325703310844,0.3223342038046819,0.08789827529451984,0.08829594960339017 
8,0.08077050037117618,0.07033805044149351,0.06783608581532263,0.0782096919200903,21.08277678933086,10.867230767246177,0.28546168384524434,0.0803353053459924,0.08364844777481491 
9,0.07040715837237341,0.07790570614210823,0.08136879969678527,0.08064900209880764,20.75085584437124,14.513705840830527,0.34914400579399685,0.06796574491280154,0.08092456656972134 
10,0.06910322241090013,0.059509337907807866,0.05047068980034296,0.06214393787560921,24.055197585929346,17.053833297433403,0.27252789666089305,0.09031971831370508,0.09290949404946644 
11,0.06218519810125034,0.16853568828672988,0.13493527231587324,0.17305394759292306,21.83760905635598,15.71111881839479,0.30484018713409067,0.19655564806800285,0.20378478584023013 
12,0.09436864237420994,0.08338088383976583,0.08910953260414613,0.0866596441347792,19.420534917101556,10.565325556005478,0.2586181318965505,0.07263671450748674,0.07989164950278092 
