Input_data,A,A_var,B,B_var,C,C_var,D,D_var,E,E_var,avg_loss
obsv,3.7022840017840015,2.2204533043437746,0.04800071034353471,0.06007338391360445,-0.0031995550840594445,2.7085903340350855e-05,0.44685488205677276,0.056094280077229074,-0.007455277109776983,0.003075549094285184,0
intv,3.5028132790965025,0.0024450460942141766,0.01593315866415017,0.0002500396243875698,-0.002344012010008267,5.829112001617143e-05,0.4798657069061782,0.0028580189057234194,0.0012124878306841117,0.00019092964699258202,0
ood_obsv,3.4948662334828606,0.00019648893265595456,0.0029181705227478453,0.00010705104494122689,-0.001121636818892156,7.880370568340808e-05,0.5001330298380962,0.0001134142608788035,0.0025260910463617333,7.288393189372672e-05,0
ood_intv,3.4935602109808155,0.0006917856122992841,0.0019618936953994053,6.124474276652614e-05,0.0010755973749451645,0.00020420406276496105,0.4995095603231087,0.00013029921944593132,0.003779619805797553,5.623538171146831e-05,0
diff_mod,3.5221858735283824,0.04498159584470088,0.0037690605184044264,0.003415500681128814,-0.04221282329708205,0.10044164216521125,0.5003792952057511,0.00828604575536085,-0.0013379188819392183,0.00023494373332463226,0
rand_mod,3.500956633817424,0.030169872816914807,0.020482134169590247,0.004293422170522415,-0.002762225947179435,0.00018278402700016783,0.49448630414938016,0.0008567942648568816,0.0013751086469921115,0.002062718945397372,0
