Epoch,train_loss,val_loss,test_loss,diff_seed_loss,out_of_domain_loss,diff_model_loss,diff_mod_rand_loss,obsv_test_loss,intv_test_loss,obsv_normal_loss 
0,53.1618252837974,0.186518238424849,0.1507068677872788,0.19362291266796092,0.19734752624799148,6.718665445646621,46.862235757579676,0.19267000389385067,10.608664606346109,0.09173685990824015 
1,0.07405383340224173,0.15392910300952078,0.13819053328338163,0.1385907257161816,0.22743536789042992,6.458861573820148,45.116071416946596,0.13688214448165673,10.189728708163836,0.08602110184350749 
2,0.04474844951464823,0.051759737810312394,0.03892448638443764,0.04789063733223156,0.06880824821253191,6.606772834000207,46.0817669089672,0.04610837774675747,10.36480590087203,0.03470161029727024 
3,0.023346783670907218,0.013437423565749972,0.009989408295878093,0.013829090146289674,0.020689885738072917,6.8859607822591204,46.418418380054646,0.012619513823978195,10.48694220232132,0.006349121471852413 
4,0.01662225372186213,0.031120195667972438,0.026564886787633038,0.027469180988060542,0.048789168738905576,6.524654239776341,45.58305879408925,0.029102014020281786,10.269360447301427,0.014992894904498826 
5,0.027761636950978726,0.03573108849291101,0.037820319378952263,0.03442883707857254,0.039095332045602844,6.2450162663955995,45.99247172104672,0.03624665897411614,10.433451083383247,0.031020819739904254 
6,0.7306194398552179,0.6062314135346808,0.5839001275074487,0.6067270688163698,1.4703727465248666,7.109296963139088,43.492576899355655,0.5538574316680897,10.433323106515687,0.49877575108074235 
7,0.1883947913619605,0.049598808147962296,0.04857888493496931,0.05158539486485097,0.10725497471849667,6.540389410092146,41.35391385561228,0.04354217507411522,9.655441170624202,0.04139640670969675 
8,0.029149800002800697,0.02494427456100109,0.02536909495687319,0.02543318401111901,0.0618880336372531,6.105408860396594,41.242040417128486,0.024259450675250264,9.633177045510827,0.023834918305961763 
9,0.026984299137962586,0.08454240134951153,0.0813235692167493,0.08680051629936497,0.13923492244549562,6.9212347826957705,41.643297800319154,0.08620950918504969,9.687392479979156,0.052773918393679196 
10,0.04897943755724665,0.03638815893102017,0.03574271270930088,0.035770817658769376,0.0579782238456246,6.018643198188657,40.39991662693722,0.036209479198907504,9.328692207751693,0.016078867729811465 
11,0.22125758669536674,0.17997267045400803,0.1964966596414403,0.17274378766015433,0.25200476686819456,4.099443189217447,40.39779320240478,0.1999737817426576,9.358657640474943,0.09754578675813537 
12,0.45500779146272124,1.733062417453362,1.6896102048063444,1.57680110601231,2.663754337668419,7.626588228806883,39.724160155361055,1.6818546284368494,10.081060871586153,1.3097804153561592 
13,0.24869441325691613,0.07799146618387669,0.07647562033411102,0.08139670623961866,0.21163988767800038,6.361450367478072,44.50193517217599,0.08092860597943217,9.881718863364542,0.05400414297412499 
14,0.15337557960866074,0.04887864082130869,0.05208645132130995,0.05152831176493783,0.11881961226041313,5.516174945958599,41.22206477060751,0.052398986839441934,9.212342420493217,0.031287405525697976 
15,3.103266711854799,24.769059096111192,25.19677712202072,24.375114798009395,54.10754988670349,25.342753918652654,51.051158212066625,23.89630426943302,28.955402369024696,22.377291196286677 
16,2.8623591813851488,0.08030278703570527,0.07366861284788077,0.0840941451369581,0.06901893147727242,7.036077177624218,43.88772225117229,0.09074566104752739,9.692712841747424,0.04328918845791486 
17,0.06033145179125396,0.028032387828158485,0.021321786026819608,0.024182291907614853,0.02490730845122016,6.024623997883988,43.078191606008446,0.026990211543263285,9.534116072953147,0.012762356254279439 
18,0.027825735368286118,0.02179785756746747,0.017814295354360687,0.019837615664975602,0.023368842826399488,6.307589486499317,43.08512707448844,0.026027986905100987,9.469347850181498,0.010633960426523117 
19,0.01325490133427648,0.009220105205224375,0.0064163398033674135,0.007755740550128394,0.009811894928338007,5.735755044708058,42.48283763647743,0.011052504179046081,9.303787967330775,0.004675150240160292 
20,0.014219759025074767,0.036275307425449786,0.032830697185789987,0.03378349927310774,0.06405486813909374,5.801636738090107,42.03606259068334,0.03647882261909399,9.135261882559957,0.0230468562792812 
21,0.010271432982390803,0.03834588711823421,0.03373945476859161,0.0348104735012821,0.09039891109082965,5.572419921435998,42.04874226594204,0.036267371541303876,9.129384478226209,0.030099275580287212 
22,0.02071514916182919,0.060316132648101,0.05647683319876604,0.05743750718251249,0.11447910132817923,5.8435927896446085,42.109753599534976,0.0593547041178972,9.141973359359756,0.05213432555450709 
23,0.03318137161885247,0.009956401017811409,0.007434476123615039,0.008483414224290754,0.019956262371269986,5.546122588497936,42.42957715738471,0.009643448448834533,9.206838466115208,0.005810773452751164 
24,0.009160061871322492,0.007081721240206712,0.005610682636534976,0.006423063730231661,0.007642459639639128,5.713150047637522,42.53156244108034,0.007496248557654326,9.274004425256127,0.005520222412516887 
25,0.029133122502543934,0.007787895066050826,0.007119427271447623,0.00779205569493206,0.006153207690658746,5.6204372095901345,42.656920188706366,0.008421121110077366,9.26120498793535,0.0053477741193855765 
26,0.01508804328499757,0.0076563875340070805,0.006596366961861754,0.007625354497111402,0.00901723018483608,5.241757656235771,41.84327073663473,0.008153460835441365,9.119701072156168,0.005128516506876622 
27,0.013024064855099741,0.01297121844873699,0.011448315838707559,0.011515163227872108,0.014377620352024677,5.699089250996941,42.55626474396628,0.013026143957955356,9.310457740624194,0.006304196648125071 
28,0.019683300792662936,0.0072643254291405255,0.006963724387864608,0.007076408884568081,0.011899536829354474,5.355675140999025,41.95909864844592,0.00816330669628951,9.098779597567685,0.005118749360866787 
29,0.027985646255370793,0.0921129243358559,0.0826312739709667,0.08690758036808983,0.1296802082558861,6.8764823778900315,44.233872453497725,0.09312814824846283,9.741703255776644,0.050064835369914365 
30,0.34635588086464186,0.378483223296288,0.3686936935202296,0.365510975911282,0.9213681900911033,6.251526289673522,42.1620414288624,0.38449444659380244,9.34391972178279,0.2732641274780035 
31,0.5001718351391681,0.3214854148244356,0.30814906916768653,0.30531496042080836,0.4490554055301473,5.575181081815855,42.532804597899315,0.30284634589614146,9.357282359809643,0.3156202718442073 
32,0.11489821101228397,0.1602298269986851,0.16544139778513958,0.15246412649982813,0.4877826269902289,4.5812232687996,39.82836982977402,0.15180619463673792,8.53181675417169,0.13852143873571185 
33,0.04045049168846824,0.03222066901266064,0.026761966806079725,0.027724881653266493,0.03465097005778807,5.226802804312494,40.71121339128539,0.027032286858317094,8.704311227412676,0.024956539801729377 
34,0.15838972789545855,0.14672181512022991,0.14700951283621383,0.14040465876901725,0.40501281989159177,4.065814798512438,40.11309816449881,0.1572184835831358,8.487983712985507,0.10172842839296936 
35,0.10710150736496982,0.0505903755526136,0.04529282340500989,0.053736741199281825,0.052536527528078296,4.6938023240103215,40.68692331740563,0.047689291908587624,8.73233784711818,0.031807864831011105 
36,0.15829113817237545,0.10412649521230681,0.104462683399583,0.09905399503335502,0.33231544781851696,5.455339172391337,41.07658984166037,0.09084888071468594,8.772893930488449,0.08326954798967927 
37,0.26898579923153826,0.12226269501698779,0.11143886484263121,0.1192367295719523,0.22615901511989067,6.0285620139409435,41.4540822074702,0.11454636593426402,8.867299019240658,0.10499176047129004 
38,1.924404619600285,2.6925042248418,2.7198485227358633,2.5811528532007944,6.40166083073616,6.005944066082011,44.69748165223375,2.5588609042364405,12.007924026877744,2.147963651292026 
39,1.2361981847577475,0.11811372573252205,0.12041947210952963,0.12293039507296635,0.20136948913583183,5.585066675736686,44.42754969386431,0.11237017723212193,9.020343356044002,0.13412709876237205 
40,0.051827017493038016,0.05002572377428199,0.04541709561578399,0.046267292907832595,0.104545490632765,5.158596349545318,43.50681090071425,0.04904845386162924,8.591678096096453,0.03703013042281964 
41,0.04512933846986429,0.01201562346230882,0.009814526807992175,0.012234231702546823,0.014457390612486052,5.2731923130231735,44.115467605602,0.012694198552861052,8.646239360732674,0.010855617254375829 
42,0.0176728536360756,0.05026767035352047,0.053614060688438867,0.05048400668819522,0.07778823890970671,5.011470402685518,44.088558854279924,0.050118688194495914,8.735397043494595,0.04780388869618764 
43,0.05550367608807529,0.029734978191320097,0.026050615056115525,0.028228530438398593,0.06571669373405166,4.845039502802683,43.82292599304812,0.029192170241527492,8.502489577775254,0.017394200533839468 
44,0.07298631829237848,0.15690764974130111,0.14961496030704843,0.14857889711041936,0.25196657685097307,5.68826481621727,44.10031572049184,0.15807809865497985,8.531229023985333,0.10932217699941248 
45,0.06095913610646896,0.02055444712929279,0.022205230128052384,0.02287974363160174,0.040842381941940405,4.862278674343368,43.93957666338887,0.02243668874377181,8.688835656845374,0.011290941259598185 
46,0.1453590800731697,0.11531727079855854,0.10668658122216584,0.10678126719885041,0.2864374647262739,4.747899454874365,43.016570284860904,0.1074617495195489,8.335972033460566,0.0828471034282702 
47,0.03409627161101636,0.2605763146842623,0.2561219324600986,0.25508066596428397,0.496434714970208,5.681495051423728,44.667372727394806,0.2522776012886316,8.701405715374742,0.2256056280880075 
48,0.07055150813451319,0.0223463051811834,0.020821341019683234,0.02238947437844763,0.05999958357628202,5.277478439543192,44.72688275260851,0.021279562351977803,8.653094017909941,0.014542916387996228 
49,0.22275802102222136,0.1765772061712859,0.1596927437984737,0.18198756868441707,0.4494709889703663,4.3805460395952105,45.03730722115002,0.173417087324553,8.762732585510093,0.1107985776554051 
50,2.0267942320047454,8.226823812554487,8.380814041615361,8.03778269641474,19.497900117874146,12.285636611608854,51.50967007514512,7.580065586680895,15.464942052685888,7.975398017585277 
51,1.2434272417855081,0.08146510249734598,0.0664112244331045,0.07781270313348068,0.07945494406684885,7.283108526832955,46.74232439715706,0.08735655625246727,9.025820459706665,0.03562486633106164 
52,0.031610566466538745,0.022292637909178868,0.022338936744450217,0.021619912129608565,0.04190163194184424,5.587465135526086,45.15153300298471,0.022200125645416846,8.771638465829644,0.015578861937305191 
53,0.014436176593528327,0.008384764517064065,0.007714859558109311,0.007873363135666295,0.014561932154902025,5.6461929497054735,44.91893408707785,0.009327066860481863,8.642951245264987,0.006380907489336096 
54,0.012301101222295652,0.0080674691422933,0.006925137297795219,0.007342437934676127,0.022713425081368768,5.446658320044313,44.89684787267132,0.007319119414096349,8.59221641091114,0.0053617796151156655 
55,0.008358910432875608,0.006478807603230558,0.005650461599264721,0.00564048714247474,0.01623373028219794,5.309807843182615,44.91376821949473,0.007251347473051282,8.607721038323877,0.003941032064998581 
56,0.029941098251253028,0.015506313808436971,0.014483950651936337,0.012834209767977882,0.05919275183172431,5.296759737869958,45.01361513214014,0.01311737718438235,8.591850332850663,0.00929861059977702 
57,0.039937779631917227,0.05804226160270143,0.060579539673829765,0.05984848517655337,0.08711405714662396,5.601068427522667,45.574923653368835,0.06145169128213456,8.852099690838834,0.05442608399768505 
