Deep,Scaling,Intv,C_D,Independent,Simple,train_loss,val_loss,test_loss,diff_seed_loss,out_of_domain_loss,diff_model_loss,diff_mod_rand_loss,obsv_test_loss,intv_test_loss,obsv_normal_loss,best_epoch 
False,Raw_data,False,False,False,False,0.0001618156175854,0.0001830823715378,0.0001929136078898,0.0003126242657963,0.0003621706909616,5.280958214402781,31.84469988684592,0.0002524421967027,7.595318058105411,0.000118718234451,900.0
False,Raw_data,True,False,False,False,0.000233558081549,0.0005465889897216,0.0004952264373342,0.0006527191425981,0.0005334123379143,0.0043530485884257,0.0216480087171876,0.0002510838675516,0.0007428708900843,0.0001212075703806,941.0
False,Raw_data,True,True,False,False,0.0003367279604197,0.0007520367638224,0.0008476730274156,0.0008454628791575,0.0003081141162547,0.0024069447456859,0.0177089028574118,0.0015697525690193,0.0008163606271482,0.0001395970068624,954.0
False,Raw_data,False,False,True,False,0.0003925827739735,0.0008279925567815,0.0007899143715621,0.000677298320319,0.0003550912945065,0.0004664367549776,0.0006959006079341,0.0007975042464313,0.0007984483169566,0.0001613772189157,957.0
False,Raw_data,False,False,True,True,5.970373212166481e-06,6.077228665364803e-06,6.264544160027678e-06,6.162667159514968e-06,1.6275132074952126e-06,4.532044514780864e-05,5.457456711155828e-06,9.74929995572893e-06,5.884237587451935e-06,4.45269431656925e-06,934.0
False,Raw_data,False,False,False,True,4.208050675267507e-06,5.545675901683151e-06,4.297134752656954e-06,3.3744692045729608e-06,0.0037209077278384,2.711814195936313e-05,4.83591049851384e-06,6.512369029223919e-06,5.71982314431807e-06,2.4872167050489225e-06,833.0
False,MinMax,False,False,False,False,0.0003096066283895,0.0004615765954179,0.00046004688328,0.0005296512850325,0.6066604437915751,38.133460794859765,262.3162919161705,0.0006918626064549,58.36243705776333,0.0003161765759804,961.0
False,MinMax,True,False,False,False,0.001560850329421,0.0046200808178328,0.0051252996207885,0.0069461234309757,0.5858398159339854,0.0078268071770274,0.0927326600623599,0.0015708875053093,0.0060335454783263,0.0005312829901939,974.0
False,MinMax,True,True,False,False,0.0021552722416784,0.0042944885409432,0.0037582343150694,0.0047725197669504,1.3627462377309263,0.003350851584322,0.0623519927078278,0.0038837104538315,0.0035053961341559,0.0012600538766697,999.0
False,MinMax,False,False,True,False,0.0013197695710376,0.0037973255704417,0.0039899262393187,0.0029123892892261,0.0547953640166365,0.0013794967806781,0.0034538173148224,0.0043979772614151,0.0070438312616246,0.0013270544253176,994.0
False,MinMax,False,False,True,True,0.0003668582710176,0.0007201286522435,0.0005946226031046,0.0005067210917776,0.0184422239899525,0.000431105817054,0.0004293876132306,0.00060614959202,0.0006208310816026,0.0003211427284173,738.0
False,MinMax,False,False,False,True,0.000180268554902,0.0002789921787297,0.0002246727498898,0.0003422689017932,1.0601724650895523,0.0002549271263623,0.0002236487488464,0.0002831655990153,0.0002851771298229,0.0001971442951649,973.0
True,Raw_data,False,False,False,False,0.0001043970878527,0.0001224710389457,0.0001259396588607,0.0001628260057696,0.0002027030559838,4.47444434198094,31.93155920124205,0.0001617720447102,6.145705211212022,6.255526755558093e-05,986.0
True,Raw_data,True,False,False,False,0.0004270965870422,0.0005753956198491,0.0008034663182075,0.0007356440128375,0.0006302194073214,0.0014704934059263,0.0077051390797205,0.000246880358929,0.0007211433363772,0.0001034754697466,978.0
True,Raw_data,True,True,False,False,0.0002474258394751,0.0004592825995253,0.0008920937643577,0.0004684537470141,7.917082315543667e-05,0.00504544483489,0.0246884618917247,0.000387426430505,0.0006390399411757,7.592658563953592e-05,994.0
True,Raw_data,False,False,True,False,0.0002197011222464,0.0005398074237261,0.0004919222553386,0.0003830086309098,0.0002450565890758,0.0003926883083913,0.0003577174630991,0.0016820524072609,0.0007203895596321,0.000127028783987,977.0
True,Raw_data,False,False,True,True,6.832229563301415e-06,7.970086048266643e-06,7.410340363599567e-06,7.651874249859247e-06,1.6910632257349789e-06,1.252540640416555e-05,8.999963545647915e-06,9.390776809595993e-06,7.722478309005965e-06,5.59096999495523e-06,911.0
True,Raw_data,False,False,False,True,7.997234912650267e-06,8.896737482347008e-06,9.03402312057248e-06,8.384742752241437e-06,0.0013259447063028,7.50939006684348e-06,9.720530790218615e-06,9.571529597451444e-06,1.052672196237836e-05,6.315983315289486e-06,763.0
True,MinMax,False,False,False,False,0.0003614219180924,0.0004595235815528,0.0005571254109223,0.0006102836517207,6.275930631237472,18.90538854430178,141.39498543845804,0.0005080710642402,27.84373426912392,0.0002955918300479,928.0
True,MinMax,True,False,False,False,0.0009841982033064,0.0029014207769783,0.0036092834530813,0.0035689133965735,10.449211563568907,0.0074368670120448,0.1015782572416198,0.0012655885108153,0.0033174997934036,0.0008947713737636,982.0
True,MinMax,True,True,False,False,0.0010419017041259,0.0049495754911389,0.0038970755927456,0.0040135037317218,6.8976531693513135,0.0058586108272713,0.1104008068882788,0.0019955731339995,0.0031462788803385,0.0008357657246979,1000.0
True,MinMax,False,False,True,False,0.0008125861579418,0.0035248203772394,0.0028197145669384,0.002567660384836,0.3994210348214732,0.0023540297099316,0.0027507539249141,0.0070837873108156,0.0046391892978007,0.0008319044717527,907.0
True,MinMax,False,False,True,True,0.0002844563672554,0.0004151022808504,0.0003648922461304,0.0003617160355835,0.5002529223548084,0.0002517697308764,0.0003300338409375,0.0003774600589559,0.0004050702250359,0.000201641704216,986.0
True,MinMax,False,False,False,True,0.0002549924147123,0.0003078596789444,0.0003126978196564,0.0004590040482326,14.335210732341006,0.0002907564355669,0.0003185107007557,0.0002854958324755,0.0004876994699899,0.0002411725583302,927.0
